,text,label,predicted_label,match,confidence
146,Hinatulan na ng Sandiganbayan ang dating Quezon City councilor na si Roderick Paulate dahil sa kasong may kaugnayan sa pag-hire ng mga ghost employee noong 2010.,4,6,False,0.81604564
147,Mahigit P1.4 bilyon na ang natanggap na notice of cash allotment ng Department of Agriculture mula sa Department of Budget and Management (DBM) mula September 30.,1,0,False,0.9165019
148,"4 puganteng dayuhan timbog sa droga, kidnapping, pangingikil",6,6,True,0.9677039
149,"Safe ang GCash funds mo, ‘wag maniwala sa fake news",6,7,False,0.6710663
150,Gobernador de-susi trabaho dahil sa erpat,12,12,True,0.47337198
151,Duda si House Committee on Transportation chairperson at Antipolo City Rep. Romeo Acop kung matatapos sa itinakdangoras ang Metro Manila Subway project.,5,12,False,0.42174906
152,"Iniutos kahapon ni Philippine National Police (PNP) chief Gen. Benjamin Acorda Jr., sa lahat ng police unit na lalo pang paigtingin ang operasyon laban sa 48 private armed group (PAG) at mga loose firearms sa bansa bilang bahagi ng ilalatag na seguridad sa idaraos na Barangay at Sangguniang Kabataan Elections (BSKE) sa Oktubre 30.",7,7,True,0.8167184
153,"Santo Papa naghigpit, ‘freebies’ ng mga cardinal tinanggal",14,2,False,0.94208854
154,"Mga silid aklatan itayo, pangontra disinformation – Atayde",5,6,False,0.7984746
155,Apat katao ang dinampot sa magkakahiwalay na operasyon dahil sa iligal na bentahan ng hayop.,6,6,True,0.6988344
156,Kinumpirma kahapon ng Communist Party of the Philippines-News People’s Army (CPP-NPA) ang pagkamatay ng mag-asawang terorista na sina Benito at Wilma Tiamzon at walo pa nilang kasamahan matapos silang madakip ng mga tauhan ng Armed Forces of the Philippines (AFP) sa lalawigan ng Samar noong Agosto ng nakaraang taon.,6,7,False,0.48264113
157,Nagbabala ang World Health Organization (WHO) sa Russia na itigil ang pagbomba sa mga ospital sa Ukraine dahil paglabag ito sa international humanitarian law.,7,13,False,0.95281285
158,2 paghahatian ang P5.9M Lotto 6/42 jackpot,14,14,True,0.94817764
159,Binurong mga balikbayan box idedeliber bago mag-Pasko,9,5,False,0.5976243
160,Iniutos ni Pangulong Ferdinand ‘Bongbong’ Marcos Jr. na kailangang ilarga agad ang preemptive evacuation kapag may parating na bagyo upang hindi na maabutan ng peligro at hindi mabiktima ng kalamidad.,8,5,False,0.47947228
161,"Niyanig ng magnitude 4.6 na lindol ang Tinaga Island, Camarines Norte noong Martes ng gabi, ayon sa ulat ng Philippine Institute of Volcanology and Seismology (PHIVOLCS).",8,9,False,0.77854013
162,"Inindiyan sa birthday, lover nagbigti",14,14,True,0.4303414
163,"Inihahanda na ng administrasyong Marcos ang panibagong bugso ng cash aid sa ilalim ng Targeted Cash Transfer (TCT) program upang mabawasan ang pasanin ng mga Pinoy sa mataas na presyo ng bilihin, ayon kay Finance Secretary Benjamin Diokno",9,1,False,0.34008577
164,Limang milyong piso kada araw ang nawawalang kita ng mga mangingisda dahil sa epekto ng oil spill mula sa lumubog na barko sa Oriental Mindoro.,9,0,False,0.90089095
165,"Barko nagliyab sa Basilan, higit 30 natsugi",8,6,False,0.6439384
166,Total lunar eclipse masasaksihan sa Nov 8,14,9,False,0.58408093
167,Napundi na si Pangulong Ferdinand “Bongbong” Marcos Jr. sa mga patayan na may kaugnayan sa politika kaya binigyan ng ultimatum ang Philippine National Police (PNP) pati na ang Armed Forces of the Philippines (AFP).,12,12,True,0.84777004
168,DA kinalampag sa importasyon ng sibuyas,1,6,False,0.43723655
169,"2 Utol ni Leyte mayor inambus, 1 tigok",6,6,True,0.9613634
170,Pinuri ni Speaker Ferdinand Martin Romualdez ang kanyang mga kapwa kongresista sa “very good” rating na nakuha ng Kamara de Representantes sa survey ng Social Weather Stations (SWS).,12,11,False,0.88867646
171,Lola tigok sa tuklaw ng cobra,8,14,False,0.7832284
172,"Mistulang palos na nakatakas ang isang barangay tserman habang arestado naman ang asawa nito matapos salakayin ng mga awtoridad ang bahay ng mga ito at makumpiskahan ng hinihinalang shabu at mga pampasabog sa Pikit, Cotobato.",6,6,True,0.9359149
173,Nagbigay ng reaksyon si Senadora Cynthia Villar sa viral video niya kung saan na-huli cam ang panggagalaiti niya sa isang guwardiya sa Las Piñas.,12,12,True,0.9379838
174,"Tiklo ang isang magkapatid kasama ang kasabwat ng mga ito makaraan nilang tangayin ang nakaparadang motorsiklo sa Mendez, Cavite nitong Huwebes.",6,9,False,0.3465081
175,Nasabat ng mga ahente ng Bureau of Customs (BOC) ang nasa P16.5 milyong halaga ng cocaine matapos itong madiskubre sa loob ng bagahe ng isang dayuhan mula sa El Salvador sa Ninoy Aquino International Airport (NAIA) Terminal 3 noong Lunes.,6,6,True,0.9690193
176,Passenger terminal ng Port of Calapan pangmalakasan na,1,9,False,0.438725
177,Naharang ng mga tauhan ng Bureau of Immigration (BI) ang apat pang biktima ng human trafficking  na nagtangkang pumuslit patungong Singapore.,6,6,True,0.9583479
178,Bundok ng Susong Dalaga magdamag nagliyab,8,14,False,0.6958988
179,Dating aide ni Enrile binutasan inamag na pork barrel case,6,6,True,0.9354049
180,Rep Co: LGU pakyawin ani ng mga farmer,5,12,False,0.4001899
181,DBM binida baryang wage hike! Kahit 3-in-1 coffee ‘di pasok sa budget,0,0,True,0.8472099
182,Isiniwalat ni Justice Secretary Jesus Crispin Remulla nitong Lunes na isa si Negros Oriental Rep. Arnolfo “Arnie” Teves Jr. sa ikinokonsiderang mastermind sa pamamaslang kay Governor Roel Degamo noong Marso 4.,6,6,True,0.8465365
183,"Kalahating populasyon sa mundo, nadale ng mouth disease",8,8,True,0.90914863
184,"Hindi masyadong natalakay nina Pangulong Ferdinand Marcos Jr. ang mga regional issues tulad ng usapin sa West Philippine Sea nang magkaharap sila ni Chinese President Xi Jinping sa bilateral meeting sa Bangkok, Thailand.",13,13,True,0.9606753
185,Nagsalita na si Executive Secretary Lucas Bersamin kaugnay sa hindi mamatay-matay na isyu ng umano’y pagbibitiw nito sa puwesto na kumalat sa social media nitong weekend.,12,12,True,0.7045988
186,Abot-abot ang pasasalamat sa Diyos ng isang driver na nakaligtas matapos itong holdapin ng kanyang pasahero at ikandado  ng minamaneho nitong taxi sa Valenzuela City noong Martes.,6,2,False,0.8753952
187,Elon Musk papasukin internet service sa ‘Pinas,1,1,True,0.47544235
188,"ISASALANG ng apat na National Sports Association ang pinakamahuhusay na mixed martial artists sa pangunguna nina Team Lakay fighters Jeremy “Juggernaut” Pacatiw at Danny “King” Kingad, gayundin si 2019 Manila Games Combat Sambo champion Mark “Mugen” Striegl para sa sport event na Kon Bokator sa darating na 32nd SEA Games sa Mayo 5-17 sa Phnom Penh, Cambodia.",14,14,True,0.4684209
189,Personal na nagpaabot ng pagbati si Pangulong Ferdinand Marcos Jr. sa ika-76 kaarawan ni da¬ting pangulong Gloria Macapagal Arroyo.,14,12,False,0.7274061
190,"Sa press briefing sa Malacanang, pinangalanan ni Abalos ang mga ito na sina Baguio City Mayor Benjamin Magalong, Philippine National Police (PNP) Chief Gen. Rodolfo Azurin Jr., dating Defense Secretary Gilbert Teodoro Jr., Office of the Presidential Adviser on Military Affairs Undersecretary Retired Maj. Gen. Isagani Nerez, at isang pribadong indibidwal na tumangging mapangalanan.",12,6,False,0.8423027
191,Cong sa mga depositor: Isnaberong bangko layasan!,12,6,False,0.64695984
192,Banking system tagilid sa Maharlika Fund,0,0,True,0.83490235
193,9 pamilya na biktima ng Turkey quake balik ‘Pinas,9,8,False,0.3247076
