text,code_frames,label
"Nadakip ng pulisya sa South Cotobato ang umano’y gunman sa pananambang sa convoy ni Lanao del Sur Gov. Mamintal Adiong Jr. na ikinamatay ng apat na katao at ikinasugat ng gobernador sa Kalilangan, Bukidnon noong Pebrero 17.",7,6
Mahigit 100 residente ng Oriental Mindoro ang nagkasakit dahil sa epekto ng tumagas na langis sa mga baybayin nito.,9,8
General sa P6.7B shabu raid: Nabaligtad ako,7,6
Walang Pilipino sa mga nasawi sa landslide na naganap sa isang campsite sa Malaysia kung saan 21 katao ang iniulat na namatay habang marami pa ang nawawala.,9,8
Nanawagan si Ogie Diaz sa Cebu Pacific na ayusin ang iba’ ibang mga reklamo ng kanilang mga customer.,10,9
"Modus na turista nabuking, 4 pa-Lebanon naharang",7,6
"Umabot na sa 10 katao ang iniulat na nasawi sa walang habas na pamamaril ng isang lalaki sa Walmart supermarket, Martes ng gabi sa Chesapeake, Virginia sa Estados Unidos.",7,6
"Kalaboso ang lalaking binansagang ‘Tserman’  matapos itong mabitag sa buy-bust operation at pagbentahan ng P39,000 halaga ng shabu ang ka-transaksyong pulis sa Caloocan City nitong Martes.",7,6
Isang siyam na taong-gulang na batang babae ang nasapol ng unang kaso ng human bird flu infection sa Ecuador.,9,8
"Isa umano sa nagplano sa pamamaslang kay Negros Oriental Governor Roel Degamo ay ang dating pulis at ngayon ay chief security officer ng HDJ Bayawan Agriventures Corporation Golong Compound sa Sta. Catalina, na pag-aari ni dating governor Pryde Henry Teves.",7,6
Isang babaeng Chinese na wanted sa kanilang bansa dahil sa large-scale pyramid investment scam ang dinampot ng mga operatiba ng Bureau of Immigration (BI) sa Laguna.,7,6
Human trafficking sa Europe bantay-sarado ng DMW,8,7
Disney binida adobo recipe ng mga Noypi,11,10
Epalitiko binawal ng DepEd sa graduation,13,12
"Bagyo, buhawi sa Amerika, 26 tsugi",9,8
P1.2M tsongki nasilat sa 2 high value target,7,6
P850K shabu nasabat sa Negros,7,6
Inanunsiyo ng Malacañang ang mga bagong appointee ni Pangulong Ferdinand “Bongbong” Marcos Jr. na itinalaga sa iba’t ibang puwesto sa gobyerno.,13,12
Naghain ng resolusyon ang isang kongresista upang hilingin sa Commission on Elections (Comelec) na ibigay nang advance ang kalahati ng honorarium ng mga guro na magseserbisyo sa halalan.,6,5
82 probinsya titirikan ng PCSO,2,1
Binabantayan ng Philippine Drug Enforcement Agency (PDEA) sa Central Visayas (PDEA-7) ang bagong uri ng ilegal na droga na tatlong beses na mas malakas kaysa shabu at ecstasy na ibinibenta kadalasan sa  mga high-end bar.,8,7
Sinibak sa puwesto ng Bureau of Immigration (BI) ang hepe at iba pang tauhan ng Wardern Facility sa Taguig City matapos makakuha ng anim na cell phone mula sa isang Japanese detainee na hinihinalang mastermind ng iligal na aktibidad sa Japan.,7,6
"LPA sa Mindanao nalusaw, 5 lugar uulanin pa rin",9,8
Itutulak ni Senate Minority Leader Aquilino ‘Koko’ Pimentel III sa Senado ang pagtanggal ang confidential at intelligence funds sa lahat ng mga civilian government agency sa susunod na taon.,13,12
Humakot ng katatawanan ang TikTok video ng isang lalaki na tila dahil sa pagiging desperado sa pagda-diet ay kinandado na ang kanyang bibig.,15,14
Mga magsasaka pinag-iingat kontra peste,9,8
"Balwarte nina BBM, Romualdez tiba-tiba sa pondo",2,1
Tumulak na patungong Amerika si Pangulong Ferdinand ‘Bongbong’ Marcos Jr. kasama ang kanyang delegasyon para sa official visit sa Washington D.C.,14,13
"Lumobo ng higit 14% nakaraang taon ang presyo ng mga pagkain sa buong mundo, ayon United Nations (UN) Food and Agriculture Organization (FAO).",1,0
Robin: ‘Balls’ lang meron ako! ‘VP para lang sa edukado’,11,10
Appointment pinaharang ng consumer group! Lotilla ‘padrino’ ng mga bigating power player,13,12
"2 PAF pilot tigok sa crash, Cessna plane nawawala",9,8
"Arestado ng mga tauhan ng Manila Police District-Police Station 14 ang isang miyembro ng ‘laslas-dukot’ gang matapos itong mamukhaan ng kanyang biniktima nitong Miyerkoles sa Sampaloc, Maynila.",7,6
Plano ng Toyota Japanese carmaker na ibalik sa Pilipinas ang kanilang Tamaraw model na mga sasakyan.,11,10
"P128M scholarship swak sa anak ng mga magsasaka, mangingisda",2,1
P89M shabu mula Nigeria nasabat sa therapist,7,6
Inaprubahan ng Kamara sa ikalawang pagbasa ang panukala na burahin ang utang ng mga agrarian reform beneficiaries (ARB) sa lupang igi-nawad sa kanila.,6,5
Pinay make-up artist umaariba sa Switzerland,15,14
Yaya sumusuweldo sa Senado,15,14
Romualdez inayudahan mga nilindol sa Davao de Oro,2,1
Trabaho sa mga ex-con tinulak,4,3
Summer season simula na,15,14
Umaabot sa 248 Pinoy ang naiulat na naapektuhan sa magniture 7.8 na lindol na tumama sa Turkey at naramdaman hanggang Syria nitong Lunes.,9,8
Kalaboso ang isang dating Overseas Filipino worker (OFW) at umano’y runner nito matapos makuhanan ng mahigit sa tatlong kilo ng pinaniniwalaang shabu na nagkakahalaga ng P21.9 milyon sa ikinasang buy-bust operation ng mga awtoridad nitong Martes ng gabi sa Cebu City.,7,6
P27B inutang sa ADB,2,1
Kakatawa ang nangyari sa isang lady government official na sumubsod sa floor sa isang event matapos matapakan ang napakahaba niyang gown.,15,14
"Magsisimula ang pagpaparehistro ng mga botante para sa Barangay at Sangguniang Kabataan elections (BSKE) sa Disyembre 12, 2022, ayon sa ulat ng Commission on Elections (Comelec).",12,11
Positibo ang gobyerno na makakamit ang P 1 trillion investment approval ngayong 2023.,1,0
Walang plano ang Philippine Competition Commission (PCC) na magpataw na cap sa bilang ng motorcycle taxis na papayagang bumiyahe sa bansa.,6,5
"Nagkabutas-butas ang tanggapan ng Drug Enforcement Unit ng Northern Police District matapos itong paulanan ng bala at pasabugan ng granada kahapon ng madaling-araw sa Dagat-dagatan, Caloocan City.",7,6
Inaasahan ng Commission on Elections (Comelec) na matatapos ang pag-imprenta ng mahigit 91 milyong balota para sa 2023 Barangay at Sangguniang Kabataan Elections (BSKE) sa ikalawang linggo ng Pebrero.,2,1
Visa free privilege ng mga Amerikano pinababawi,14,13
"Mass retirement namumuro! Mga sundalo, pulis pipigain sa kontribusyon",2,1
Inaasahan ng Department of Information and Technology (DICT) na hihina ang bentahan ng SIM card dahil sa pagpapairal ng SIM card registration law.,1,0
Mga negosyante ‘di kabado sa mataas na inflation,1,0
DOH: PH ‘di lang sa mga galing China naghigpit,14,13
"Tsongke tinangkang ipuslit sa concert, buking",15,14
Isa sa bawat tatlong diplomatic protest na inihahain ng Pilipinas laban sa China ay hindi sinasagot ng Chinese Embassy sa Maynila.,14,13
Model tininda pawis bilang pabango,15,14
May mabigat umanong gagawin si Pangulong Ferdinand ‘Bongbong’ Marcos Jr. sa Department of Agriculture (DA) habang hindi pa niya inililipat ang puwesto sa panibagong mamumuno sa ahensiya.,13,12
181 bangka rumampa sa fluvial parade,11,10
"Isang bomba na ginamit noong World War ll ang nahukay sa construction site sa loob ng University of Santo Tomas (UST) sa Espana, Maynila noong Miyerkoles.",8,7
Ibinebentang eyedrop sa online ipinababawi,7,6
PBBM pinaapura P20 per kilong bigas,1,0
Mga aktibidad sa Pista ng Itim na Nazareno inilatag,11,10
3 Pinoy nawawala sa Turkey quake,9,8
Inatasan ni Pangulong Ferdinand ‘Bongbong’ Marcos Jr. ang mga opisyal ng Bangsamoro Autonomous Region in Muslim Mindanao (BARMM) at iba pang ahensya ng pamahalaan na paigtingin ang search and rescue operations sa Maguindao pati na ang pamamahagi ng relief goods upang matulungan kaagad ang mga biktima ng landslides at matinding pagbaha.,9,8
LTFRB Libreng Sakay papasada uli,2,1
"Taas-presyo sa gasolina, diesel namumuro",1,0
"Himas rehas ang isang 35-anyos na lalaki na umano’y tulak ng iligal na droga nang makuhaan ito ng abot sa 650 gramo ng pinaniniwalaang shabu na nagkakahalaga ng P4.4 milyon sa  buy-bust operation noong Miyerkoles sa Barangay Banawa, Cebu City.",7,6
700 preso lalaya bago mag-Pasko,7,6
Lagman inungkat kaso ni De Lima,7,6
Mga mining operator utak ng pagpatay kay Aparri VM Rommel Alameda,7,6
"Malaki ang pagpapasalamat ng 25-anyos na si Nicolas Sanico mula sa Bongalonan, Basay, Negros Oriental dahil sa tulong ng 4Ps o Pantawid Pamilyang Pilipino Program at Expanded Student’s Grants-in-Aid Program for Poverty Alleviation (ESGP-PA) ng pamahalaan ay nakapagtapos siya ng pag-aaral.",10,9
Bonggang Christmas party bawal! Mga estudyante ‘wag singilin ng kontribusyon – DepEd,6,5
Patong-patong na kaso ang kinakaharap ngayon ng isang security guard makaraang makumpiskahan ito ng baril matapos magpakilalang pulis sa tinakasan niyang checkpoint sa Malabon City kahapon.,7,6
Muling pinapayagan ng Bureau of Jail Management and Penology (BJMP) ang face-to-face na pagbisita sa mga persons deprived of liberty (PDLs).,10,9
Malakas pa rin ang hawaan ng COVID 19 sa National Capital Region (NCR) kaya mahalagang panatilihin ang pag-iingat at pagsunod sa minimum health protocols.,9,8
"Ilang taon na umanong tumatanggi ang isang Adamson student na sumali sa Tau Gamma Phi, ngunit kalaunan ay naenggayo siya dahil sa mga ipinangako sa kanya ng fraternity.",7,6
Kadiwa bet palawakin ni BBM,6,5
Kinumpirma ni Justice Secretary Jesus Crispin Remulla na darating ngayong Lunes sa bansa ang United Nations (UN) special rapporteur on extrajudicial killings upang tumulong sa imbestigasyon sa “wrongful death tragedies” sa Pilipinas.,14,13
December 31 walang extra pay sa trabaho – DOLE,4,3
"Tinga dinakma sa Taguig police raid, P95K shabu, mga ilegal na armas kinumpiska",7,6
BSP nganga sa bilyones na investment,1,0
"Nasa P7.27 bilyon na halaga ng ilegal na droga at sari-saring kemikal ang winasak ng Philippine Drug Enforcement Agency (PDEA) sa Integrated Waste Management Inc., sa Trece Martires City, Cavite kahapon.",7,6
"Tulay sa India bumagsak, 141 tigok",9,8
Ipinakita ng mga Persons Deprived of Liberty (PDLs) mula San Juan City ang kanilang angking galing sa paggawa ng mga parol nang pinailawan ang mga ito sa isang five-star hotel sa Ortigas.,11,10
Indonesia inuga ng 5.8 magnitude,9,8
"2 bebot kinopya Facebook ng OFW, timbog sa PNP",7,6
"Ginimbal ng 7.1 magnitude na lindol ang mga residente sa kanlurang bahagi ng Sumatra, Indonesia dahilan para mag-alsa balutan ang mga ito para lumikas sa ligtas na mga lugar.",9,8
"COVID, monkeypox babu na sa 2023",9,8
May paboritismo sa paglalaan ng farm to market road funds sa ilalim ng 2023 budget sa gobyernong Marcos.,4,3
"Murang sibuyas, karne, gulay mabibili sa mga Kadiwa Center",1,0
Makikipag-usap si  Pangulong Ferdinand ‘Bongbong’ Marcos Jr.  sa European Business Executive sa Brussels sa susunod na linggo para makakuha ng daan-daang trabaho para sa mga Pilipino.,14,13
Mga binayo ni ‘Paeng’ swak sa state of calamity,2,1
Isang partial solar eclipse ang nakita sa iba’t ibang bahagi ng Pilipinas nitong ika-20 ng Abril.,15,14
DA pinatupad P125 bawat kilo ng sibuyas,6,5
"Lola nabudol; alahas, P500K limas",7,6
Nagpaliwanag ang Office of the Press Secretary (OPS) kaugnay sa ulat na ilang bagong empleyado ng tanggapan ang hindi pa nakatanggap ng sahod.,2,1
"Timbog ang isang big time na tulak ng droga habang nasa dalawang kilo ng pinaniniwalaang shabu na nagkakahalaga ng P13.6 milyon ang nakumpiska dito sa isinagawang buybust operation ng awtoridad sa Consolacion, Cebu noong Huwebes.",7,6
Belat sa mga basher: KathNiel ayaw paawat maglambingan sa Japan,15,14
13th month pay sa mga endo gov’t worker iratsada,4,3
USAP-USAPAN ngayon sa social media ang umano’y pamamahiya ni Ateneo women’s volleyball head coach Oliver Almadro kay Vanie Gandler.,15,14
"Record bubungkalin, mga ghost employee wawalisin",7,6
"Pinayuhan ng Embahada ng Pilipinas sa Israel ang mga Pinoy dito na umiwas sa mga matatao at sensitibong lugar hanggang Abril 30, 2023 para sa kanilang kaligtasan.",8,7
"Ipinadakip ng isang 48-anyos na mister ang kanyang misis at umano’y kalaguyo nito matapos niya itong mahuli na nagkukulong sa banyo ng isang bahay sa Silang, Cavite noong Martes.",7,6
Kinumpirma ng Philippine Coast Guard na gumamit ng military grade na laser beam ang Chinese Coast Guard laban sa isa sa mga barko nila na nagsusuporta lang ng rotation at resupply mission kasama ang Philippine Navy.,8,7
Nakatuon ang administrasyon ni Pangulong Ferdinand “Bongbong” Marcos Jr. sa pagpapahusay ng mga kondisyon ng paggawa sa bansa at pagtataguyod ng pag­likha ng mga de-kalidad na trabaho habang patuloy na bumubuti ang mga estatistika ng trabaho.,10,9
"3 gun runner tepok, 7 pa arestado",7,6
Patay ang 12 katao habang ilan sa mahigit 100 pa na isinugod sa mga ospital ang kritikal makaraang maipit sa nangyaring stampede sa soccer stadium sa El Salvador noong Sabado.,9,8
Patay ang isang lalaki habang sugatan ang hepe ng pulisya matapos itong atakihin ng saksak ng grupo ng una sa sina­lakay na pasugalan ng cara’y cruz sa bayan ng Itlog sa Negros Occidental nitong Sabado ng gabi.,7,6
"Bilang bahagi ng pagdiriwang ng National Women’s Month nga­yong Marso, namigay ng libreng Super Lotto 6/49 ticket ang Philippine Charity Sweepstakes Office (PCSO) sa 130 mananayang kababaihan.",15,14
"The Life of Christ sa Taguig, binuksan ngayong Semana Santa",11,10
Dating pulis timbog sa carnapping,7,6
Magbayaw bumulagta sa pinulutang palaka,15,14
Ekonomiya ng Pilipinas at ang pangkaraniwang Pilipino ang makikinabang sa pag-amyenda ng pitong economic provisions sa 1987 Constitution at kung naratipika ito sa pamamagitan ng Constituent Assembly (Con-Ass).,5,4
Nanawagan si Senadora Grace Poe sa mga  na paigtingin pang mabuti ang pagparehistro ng Subscriber Identity Module (SIM) ng mga mobile user dahil may 146 milyong SIM ang hindi pa napaparehistro limang buwan bago ang deadline nito.,6,5
Nagkakahalaga ng P107-milyon na iba’t-ibang uri ng farm machinery ang ipinamahagi ng Philippine Center for Postharvest Development and Mechanization (PhilMech) sa mga magsasaka sa Nueva Ecija.,2,1
Mga bus sa EDSA carousel dadagdagan ng LTFRB,2,1
Tapal sa oil hike! Suporta sa e-vehicle tapyas import tax humamig pa,1,0
"Cotabato binaha; tulay umapaw, alagang hayop inanod",9,8
Mas mabigat na parusa umano ang irerekomenda ng House Committee on Ethics and Privileges laban kay Negros Oriental Rep. Arnolfo Teves Jr. dahil sa patuloy na pagkabigo nitong umuwi sa bansa kahit na expired na ang travel authority na ibinigay sa kanya ng Kamara de Representantes.,7,6
"5 mangingisda rumaraket na tulak, tiklo",7,6
Kinumpirma ng mga awtoridad na mga bahagi ng katawan ng nawawalang Fil-Am ang mga chop-chop na parte na natagpuan sa California.,7,6
Batangas State U kampeon sa Singapore engineering challenge,15,14
Asukal scandal namumurong tabunan ni Panganiban,13,12
"Aabot umano sa 1,200 ang bagong kaso ng COVID-19 nitong Disyembre 18. Base sa pagtaya ng OCTA Research Group posibleng tumaas pa ito sa 1,200.",9,8
3 nanunog sa car dealer habambuhay kulong,7,6
"Naghain noong Martes ng reklamo sa Land Transportation Office (LTO) ang isang grupo, na binubuo ng mga pasahero, laban sa Angkas dahil sa diumano’y kabiguan ng motorcycle ride-hailing service na mapigilan ang mga abusado nitong drivers sa pag-overcharge sa mga customers noong panahon ng Kapaskuhan.",7,6
Mga OFW panghatak ng investor – PBBM,14,13
Hinikayat ni Pangulong Ferdinand Marcos Jr. ang mga maliliit na negosyante na samantalahin ang alok na tulong pinansiyal ng gobyerno para makabawi sa pagkalugi mula sa epekto ng COVID-19 pandemic.,1,0
Kasabwat ng mga smuggler sa gobyerno ikulong habambuhay,7,6
Amyenda sa 2023 budget namumuro,6,5
"17-anyos ‘mafia’ boss, 4 pa tiklo",7,6
Kulong ang isang mag-asawa matapos masapol sa CCTV camera ang pananalisi at pagnanakaw nila sa British national sa loob ng restaurant nitong Huwebes sa Quezon City.,7,6
Pag-ahon sa mahihirap prayoridad ng 19th Congress – Cong Co,6,5
Inatasan ni Manila 3rd district Rep Atty. Joel Chua ang mga opisyales ng Move it na  ipaliwanag ang nangyaring deal sa Grab Philippines noong August habang mayroon pa nakabinbing suspenyon galing Department of Transportation-Technical Working Group (DOTR-TWG) ang nasabing kompanya.,13,12
Sino raw itong mataas na opisyal ng gobyerno ang inireklamo ng kanyang baguhang staff matapos hipuan at “daliriin” sa maseselang bahagi ng katawan?,7,6
"Hindi umano maiiwasan ang pagtaas ng pasahe sa Metro Rail Transit Line 3 (MRT-3), kahit hindi man maisapribado ang naturang rail line.",1,0
146M SIM ‘di pa nakarehistro,2,1
Abot sa 26 katao ang nasawi matapos na salantain ng bagyo at buhawi ang anim na estado sa southern at midwest ng Amerika simula noong Biyernes at Sabado.,9,8
2 pang suspek kinasuhan sa mga missing sabungero,7,6
Idinepensa ni Caritas International President Cardinal Luis Antonio Tagle si Pope Francis sa pagbalasa sa buong liderato ng Vatican-based Catholic charity network Caritas Internationalis.,3,2
Umalma si Senador JV Ejercito sa patutsada online na kaya walang nangyayari sa Pilipinas ay dahil sa mga senador na nagbabakasyon sa abroad.,13,12
"Patay ang isang lalaking nangholdap sa bakery matapos umano nitong agawin ang baril ng pulis sa loob ng presinto sa Culiat, Quezon City kaha¬pon ng madaling-araw.",7,6
Naghain ng panukala si dating Pangulo at ngayon ay Senior Deputy Speaker Gloria Macapagal Arroyo upang maging legal ang medical marijuana sa bansa.,6,5
"Outbreak namumurong ideklara! Hand, Foot and Mouth Disease kalat na",9,8
Balak ng Philippine Ports Authority (PPA) na patawan ng multa ang mga importer na tinetengga ang kanilang mga refrigerated container sa pantalan upang makatipid sa warehousing.,7,6
Kinondena ng mga residente sa San Jose Del Monte City (SJDM­C) sa Bulacan ang umano’y grabeng pahirap na dinaranas nila sa palpak na serbisyo ng PrimeWater Incorpora­ted na pag-aari ng pamilya ng bilyonaryong si dating Senate President at House Speaker Manny Villar.,10,9
"Isa ang patay habang pito ang sugatan matapos magsalpukan ang apat na sasakyan sa Lipa City, Batangas  noong Lunes nang gabi.",9,8
"Inutos ni Cebu Governor Gwendolyn Garcia na palawigin pa ang pagbabawal na makapasok sa kanilang lalawigan ang mga karneng baboy at iba pang pork product mula sa Iloilo at sa buong Panay Island hanggang sa Disyembre 31, 2022.",9,8
"Dolphin naligaw, pinakawalan sa GenSan",15,14
Magsisimula nang kalkalin ng five-man advisory group ang rekord ng mga general at full-fledged colonel na kumasa sa resign call ng Department of the Interior and Local Government (DILG) at hinihinalang sangkot sa operasyon ng ilegal na droga sa bansa.,7,6
Sanggol tsugi sa napabayaang kandila,9,8
"InaprUbahan ng National Economic and Development Authority (NEDA) Board, na pinamumunuan ni Pangulong Ferdinand Marcos Jr., ang pitong proyekto na layong makamit ang ‘social and economic transformation goal in the medium term’ ng administrasyon.",6,5
Pares owner pinag-almusal ng bala,7,6
Sugatan ang isang TV reporter matapos masa­bugan ng ‘letter bomb’  na ipinadala rin sa apat na iba pang journalist sa dalawang television and radio network sa Ecuador nitong Lunes.,8,7
"Magpapatuloy ang pagbibigay ng suporta ng gobyerno sa mga sektor na labis na apektado ng inflation o pagtaas ng presyo ng mga bilihin, sa pamamagitan ng ayuda gaya ng conditional cash transfer at fuel subsidy.",1,0
Isang resolusyon ang inihain sa Kamara de Representantes upang hilingin na pag-aralan na gawing automated ang October 30 Barangay and Sangguniang Kabataan Elections (BSKE).,6,5
Immigration pinasok ng Chinese mafia: Human smuggling walang puknat – Hontiveros,8,7
Ikinatuwa ni Senadora Risa Hontiveros ang hakbang ng Department of Justice (DOJ) na imbestigahan ang napaulat ng pagdala [human trafficking] ng mga Pinoy para sa isang cryptocurrency scam sa Myanmar.,7,6
"Pinasaringan ni Philippine National Police (PNP) chief PBGen. Rodolfo Azurin Jr., si Department of the Interior and Local Government (DILG) Secretary Benhur Abalos na huwag agad patulan ang lahat ng isinusumbong sa kanya na sumisira naman sa integridad ng pulisya, partikular sa kaso ng nakumpiskang 990 kilo ng shabu mula sa pinaniniwalaang higit isang tonelada ng ilegal na droga na narekober sa raid sa Maynila noong nakaraang taon.",7,6
Susunod ang Pilipinas sa mga itinakdang pamantayan ng Europa sa Maritime Safety Agency upang hindi makompromiso ang trabaho ng mahigit kalahating milyong Filipino seafarers.,14,13
"Humantong sa trahedya ang pag-aaway ng mag-live-in partner dahil­  umano sa problema sa pera nang saksakin ng lalaki ang babae at saka ito nagbigti noong Huwebes sa Naic, Cavite.",7,6
"Tiwala lang sa taas! Kanser, umatras kay Selina Alas",3,2
"Patay ang isang barangay kagawad matapos itong pagbabarilin ng tatlong hindi pa nakikilalang suspek sa Vallehermoso, Negros Oriental nitong Sabado.",7,6
Magulang tutol sa relasyon; magdyowa sabay nag-suicide,15,14
Dagdag na pang-akit sa mga dayuhang mamumuhunan ang usapin sa sovereign wealth fund.,1,0
Labimpitong Chinese ang idineport ng Bureau of Immigration (BI) bilang bahagi na rin ng ginagawa nilang paglilinis laban sa mga iligal na dayuhan na sangkot sa ilegal na pasugalan online.,7,6
"Mas mababa sa 5,000 bagong kaso ng COVID-19 kada araw ang posibleng itaas dahil sa Omicron subvariant BQ.1.",9,8
"Walang natanggap ang Philippine National Police (PNP) na ano mang seryosong banta sa paggunita ng mga Pilipino ng Semana Santa, ayon kay spokesperson Police Colonel Jean Fajardo.",8,7
"Binalaan ang publiko ng nangungunang adhesives manufacturer sa bansa hinggil sa walang tigil na pagkalat sa merkado ng mga counterfeit elastomeric sealants na taglay ang mga pangalan ng iba’t ibang brands nito, kasabay ng pagsasabi na mapepeligro ang kaligtasan at integridad ng mga estruktura sa paggamit ng mga pekeng produktong ito.",9,8
"HINDI na dapat mabahala sa online scams kapag mamimili ng essentials, beauty products at fashion items.",15,14
65 OFW sa death row sisilipin ng Kamara,5,4
"SA gitna ng malamig na pagtanggap ng mga senador sa panukalang Constitutional Convention (Con-Con), binuhay ng isang lider ng Kamara de Representantes ang panukalang Constituent Assembly (Con-Ass) para amiyendahan ang economic provision ng Konstitusyon.",5,4
Sino raw itong opisyal ng gobyerno na ginagamit ang pangalan ni Pangulong Ferdinand `Bongbong’ Marcos Jr. at asawang si First Lady Liza Araneta-Marcos o LAM sa kanyang pangungurakot?,7,6
"Abot sa 1,760 loose firearms ang isinuko sa pamunuan ng Police Regional Office (PRO) 6 kapalit ng bigas o pera sa ilalim ng kampanyang Tokhang Kontra Armas Luthang (TKAL).",7,6
Marcos pinush dagdag pensyon sa mga beterano,6,5
Sino raw itong bilyonaryo ang hinahabol ng isang negosyante ngayon matapos na hindi ibalik ang P500 milyong downpayment sa isang property?,7,6
UN umapela ng tigil-putukan sa Sudan,8,7
Iniutos ni Cebu Governor Gwen Garcia na itigil ang culling activities sa Carcar City matapos magpositibo umano sa African Swine Fever ang mga sample mula sa mga slaughterhouse doon.,6,5
Senado bubuwagin sa Cha-cha,5,4
"Mga byahe sa Isabela suspindido, paghanap sa nawawalang Cessna itinodo",2,1
Hinigpitan na rin ng pamahalaan ng Germany ang kanilang mga mamamayan na bumiyahe patungong China dahil sa patuloy na pagtaas ng kaso ng COVID-19.,9,8
Dead on the spot ang isang binata matapos barilin sa ulo ng hindi nakilalang suspek sa Antipolo City nitong Miyerkoles ng gabi.,7,6
24.2 toneladang basura nahakot sa Undas,9,8
PBBM sinipat pinsala ni ‘Paeng’ sa Maguindanao,9,8
"Inusisa ni Cavite Rep. Elpidio “Pidi” Barzaga Jr. na tila nagkaroon ng cover-up upang hindi lumaki ang pananagutan ng may-ari ng MT Princess Empress, Philippine Coast Guard (PCG) at Maritime Industry Authority (Marina) sa paglubog ng oil tanker na nagdulot ng malawakang oil spill sa Oriental Mindoro at mga kalapit na lalawigan.",7,6
Mas malaki ng P179.76 bilyon ang ginastos ng administrasyong ni Ferdinad ‘Bongbong’ Marcos Jr. nakaraang Setyembre kumpara sa nakolekta nito mula sa mga buwis at fee and charge na sinisingil sa mga mamamayan.,1,0
Malaking bentahe ang mga overseas Filipino worker (OFW) na nagtatrabaho sa Gitnang Silangan para makahikayat ng Arab investors na maglagak ng puhunan sa Pilipinas.,14,13
Kadiwa para sa mga manggagawa inilunsad,10,9
