text,code_frames,label
Dalawa katao ang nasawi habang nasugatan ang mahigit sa 20 katao sa matapos tamaan ng missile ng Russia ang isang ospital sa Dnipro City sa Ukraine.,8,7
"Aabot sa 60,000 katao ang nasawi sa mga ospital sa China dahil sa coronavirus mula nang tanggalin ng gobyerno nito ang zero COVID policy noong Disyembre 2023 at niluwagan ang mga health protocol.",9,8
"Tulfo dudang kainumaan gabi-gabi mga sindikato: Mga smuggler dabarkads agri, customs",7,6
Inaasahang sisigla ang kompetisyon sa serbisyo ng internet sa bansa sa sandaling maitatag na ng Starlink ni Elon Musk ang low-orbit satellite-based internet service sa Pilipinas.,1,0
Kinumpirma ng pulisya sa Central Visayas na apat na mayor at dalawang vice mayor ang nanganganib umano ang buhay at balak ding iligpit kasunod ni Negros Oriental Governor Roel Dagamo.,7,6
"Patay ang apat na sundalo habang kritikal ang isa pa matapos mag-amok ang isa nilang kasamahan at pagbabarilin ang mga ito sa 4th Infantry Division ng Philippine Army sa Camp Evangelista sa Cagayan De Oro City, kahapon ng madaling araw.",7,6
Patay ang 57-anyos na dating miyembro ng Mayor’s Anti-Crime Group (MAC-G) ng Tanauan City nang barilin ito sa ulo at katawan ng hindi pa nakikilalang salarinn sa nasabing lungsod sa Batangas nitong Lunes.,7,6
Malapit na umano maabot ang pangarap ni Pangulong Ferdinand ‘Bongbong’ Marcos Jr. na P20 kada kilo ng bigas.,1,0
4 ghost firm kinasuhan sa P25B resibo scam,7,6
Matapos makatanggap ng reklamo mula sa ilang mangingisda sa Manila Bay sisilipin ng ACT-CIS partylist ang ongoing reclamation sa Manila Bay.,6,5
Pinagre-report ni House Speaker Martin Romualdez sa Kongreso ang limang pulis escort ng pinaslang na gobernador na si Roel Degamo.,7,6
Itinuturing ni Pangulong Ferdinand ‘Bongbong’ Marcos Jr. ang exile ng kanilang buong pamilya sa Hawaii noong 1986 ang pinakamadilim na bahagi ng kanilang buhay.,13,12
Ex-NSA chief Carlos hugas-kamay sa listahan ng smuggler,13,12
SMC handa sa mga biyahero ngayong Semana Santa,2,1
Chinese ambassador binoldyak ni Enrile sa sawsaw EDCA,14,13
Tinawag ni Senador Jinggoy Estrada ang mga imbestigador ng International Criminal Court (ICC) na mga puting unggoy at hindi dapat papasukin sa Pilipinas para mag-imbestiga sa drug war ng dating administrasyong Duterte.,13,12
Inflation bahagyang bumaba noong Pebrero,1,0
"MTRCB bigyan ng werpa sa mga video, online game",6,5
Mga isnaberong Pharma exec bibitbitin sa Senado,7,6
Moderna magtatayo ng planta sa ‘Pinas,2,1
Relationship goals: Couple sabay pumasa sa Criminology Licensure Exam,15,14
"Bumulagta ang isang 62-anyos na canteen owner nang bulagain siya ng dalawang suspek at targetin sa ulo sa loob ng kanyang puwesto sa Talavera, Nueva Ecija noong Lunes.",7,6
"Arestado ang isang magsasaka matapos itong masamsaman ng ilegal na baril at granada sa Kalamansig, Sultan Kudarat nitong Biyernes.",7,6
"Computer setup bumagsak, HK airport naparalisa",2,1
"Bilang pangako ng administrasyon ni Pangulong Ferdinand “Bongbong” Marcos Jr. na bigyan ng mataas na pagpapahalaga ang edukasyon ng mga kabataang Pilipino, naglaan ang pamahalaan ng kabuuang P138.77 bilyon para sa mga programa at inisyatibo sa Higher Education sa ilalim ng 2023 Ge­neral Appropriations Act (GAA).",2,1
EU firm magbubuhos ng puhunan sa ‘Pinas,14,13
"Eroplano ng PAF bumagsak, 2 piloto ligtas",9,8
"Makikilala na anumang oras sa susunod na dalawa hanggang tatlong araw ang umano’y utak sa pamamaslang sa brodkaster na si Percival Mabasa, na mas kilala bilang Percy Lapid.",7,6
"Uulanin ang Palawan, Bicol region, Visayas at Mindanao sa susunod na mga oras dulot ng low pressure area (LPA).",9,8
Pumukaw ng atensyon sa social media ang larawan ng isang estudyante na nagmamartsa habang nagle-labor sa una niyang baby.,15,14
Walang legal na pananagutan! DOJ kuntento sa pagtugon ng GCash vs problema sa platform,7,6
Ikinumpara ni Albay Rep. Edcel Lagman ang kaso ng anak ni Justice Secretary Jesus Crispin Remulla at dating Sen. Leila de Lima na kapwa nasangkot sa iligal na droga.,4,3
"Umakyat na sa 44 ang bilang ng mga nasawi bunsod ng epekto ng shearline phenomenon na nagpabaha sa Visayas, Mindanao at maging sa Bicol noong Pasko.",9,8
"Dedo ang 50-anyos na kagawad at kaibigan nito habang kritikal ang kasama nilang barangay chairman nang bumaligtad ang sinasakyan nilang kotse matapos nitong suwagin ang bakal na bakod sa kalsada ng San Mateo, Isabela kahapon nang hatinggabi.",9,8
"Higit sa P500,000 halaga ng umano’y shabu ang nasamsam ng mga awtoridad mula sa limang hinihinalang tulak ng ilegal na droga sa magkakahiwalay na operasyon sa Bicol nitong Sabado.",7,6
Pinaplantsa sa Kamara de Representantes ang panukalang electronic o internet voting para sa mga overseas Filipino.,6,5
Mayroon pang 90 araw ang mga subscriber para iparehistro ang kanilang mga SIM card matapos aprubahan ni Pangulong Ferdinand “Bongbong” Marcos Jr. ang extension ng registration.,6,5
"Tsuper na napagtapos 5 anak sa kolehiyo, pinusuan",15,14
2 todas sa hinuhukay na balon,9,8
Bebot kinatok sa haybol saka tinigok,7,6
"Party, tugtugan sa Bora ngayong Biyernes Santo bawal muna",3,2
"Bulalo, sinigang swak na best soup sa mundo",11,10
"Higit sa P157 milyon ang naipagkaloob ng Philippine Charity Sweepstakes Office (PCSO) para sa pagpapagamot at iba pang tulong-medikal ng higit sa 20,000 mahihirap sa bansa nitong buwan ng Enero.",2,1
Apektado ng oil spill pumalo sa halos 200K residente,10,9
"Sumirit ang inflation noong Disyembre 2022 dahil sa pagtaas sa presyo ng maraming bilihin, kabilang na ang sibuyas at iba pang gulay, ayon sa Philippine Statistics Authority (PSA).",1,0
"Isla sa Romblon, Batanes kinilala ng int’l travel guide",11,10
Nakitaan ng kriminal at administratibong pananagutan ng Philippine National Police (PNP) Special Investigation Task Group (SITG) ang 47 pulis na may koneksyon sa pagkakakumpiska ng 990 kilo ng shabu na nagkakahalaga ng P6.7 bil­yon sa Maynila noong Oktubre nakaraang taon.,7,6
277 naputukan sa Bagong Taon salubong,9,8
"P90M puslit na asukal, yosi nabisto ng BOC sa 5 container van",7,6
Pabayang mga opisyal yari kay Tulfo! ‘Mental Hospital mabaho pa sa koral ng baboy’,9,8
Arestado ang isang 30-anyos na babae matapos nitong pasukin at pagnakawan ang apartment ng Hollywood actor na si Robert de Niro sa New York City kahapon ng umaga.,7,6
Nabisto at nahuli nang Philippine Coast Guard (PCG) ang isang barko at tatlong bangka na nagnanakaw ng diesel sa Navotas Fish Port.,7,6
Inihayag ni US President Joseph Biden nitong Lunes na magpapadala siya ng “first of its kind” presidential trade and investment mission sa Pilipinas.,14,13
Bautista todo-paliwanag sa NAIA sale,13,12
"Dapat nang imbestigahan at ilagay sa preventive suspension si Department of Agriculture (DA) Senior Undersecretary Domingo Panganiban dahil sa kanilang patuloy na pagtulong sa pagbuo ng isang makapangyarihang kartel sa asukal, na kanila pang ipinagmamalaki ngayon, ayon kay Senadora Risa Hontiveros.",7,6
"Pansamantalang isasara sa mga motorista  ang bahagi ng Maharlika highway sa Barangay San Juan, Alaminos Laguna upang bigyang daan ang konstruksyon ng TR4 project o South Luzon Expressway extension.",10,9
"Eroplano lumagpas sa runway, pitong pasahero 2 crew ligtas",9,8
Doble ang halaga ng in-import ng Pilipinas kumpara sa mga ini-export ng bansa noong Enero.,1,0
Mga tilapya naglutangan sa init,9,8
Pinoy folk dance bumida sa Hong Kong,11,10
"Fire volunteer, 2 pa timbog sa P3.5M drug bust",7,6
Mas mabuting may ginagawa ang VP kaysa wala – Escudero,13,12
"Bangka nagka-aberya, 72 nasagip sa trahedya",9,8
Nagpahayag ng pangamba si Senadora Risa Hontiveros na posibleng matakpan ang isyu ng sugar smuggling scandal ngayong itinalagang officer-in-charge (OIC) ng Sugar Regulatory Administration (SRA) si Agriculture Undersecretary Domingo Panganiban.,13,12
Naospital dahil sa COVID-19 tumaas,9,8
"Isang kahon na naglalaman ng nasa isang kilo ng pinaniniwalaang cocaine at nagkakahalagang P7 milyon ang natagpuan ng mga mangingisda na palutang-lutang sa karagatan sakop ng Rizal sa lalawigan ng Palawan, ayon sa ulat ng pulisya kahapon.",7,6
5 pulis escort ‘di sumipot noong itumba si Degamo,7,6
"Todas ang isang miyembro umano ng sindikato sa droga nang rapiduhin ito ng dalawa niyang kasama dahil sa onsehan sa droga sa bayan ng Tiaong, Quezon noong Huwebes.",7,6
Dinumog ng mga mamimili ang Antipolo Kadiwa Pop-Up Store na matatagpuan sa Sumulong Park.,15,14
96% ng SIM rehistrado na,6,5
Summer season idineklara ng Pagasa,9,8
"Ginisa vs US citizenship, libel ! Tulfo nalantad 4 bebot sa DSWD appointment",7,6
Tiniyak ni House Speaker Martin Romualdez na ang pagbisita sa Amerika at pakikipagpulong ni Pangulong Ferdinand ‘Bongbong’ Marcos Jr. kay US President Joe Biden ay malaking tulong sa Pilipinas.,14,13
"Diesel, kerosene tataas ng higit piso",1,0
"Naghain ng resolusyon ang mga miyembro ng Makabayan bloc upang paimbestigahan sa Kamara ang alegasyon ng kaso ng sex trafficking, rape at physical abuse ng mga babae at bata laban kay Kingdom of Jesus Christ founder Pastor Apollo Quiboloy.",7,6
"Linis korapsyon sa hudikatura, madugo – Escudero",13,12
Dapat tutukan ng gobyerno ang export upang makabawi sa mataas na inflation at hindi gaanong maramdaman ng mga Pilipino ang epekto nito.,6,5
"May 503 bagong kaso ng COVID-19 ang naitala ng Department of Health (DOH) kaya umabot na sa 4,085,116 ang kabuuang bilang ng mga dinapuan ng virus.",9,8
Sino raw itong tauhan ng senador ang hindi na pinabalik sa trabaho dahil sa kakaibang trip kapag nalalasing?,13,12
Yvonne murder pinakakalkal sa Kamara,7,6
Arnel Ty target barilin LPG VAT,6,5
Estudyante bumulaga bangkay sa rooftop,7,6
"P1M puslit na yosi nabisto, negosyante kalaboso",7,6
DepEd supervisor todas sa ambush,7,6
"Kasabay ng pagkumpirma na wala nang libreng sakay sa EDSA busway mula sa unang araw ng Ene¬ro, ipinahayag ni Department of Transportation (DOTr) Secretary Jaime Bautista nitong Miyerkoles na tuloy ang pagsasapribado ng gobyerno sa operasyon ng EDSA Bus Carousel service sa taong 2023.",6,5
"Nagkalasog-lasog ang katawan ng isang 58-anyos na lalaking pasyente ng Ospital ng Tondo matapos itong tumalon sa bintana ng ikaapat nitong palapag sa Jose Abad Santos sa Tondo, Maynila kahapon nang madaling-araw.",9,8
Parol ng mga PDL bumida sa Ortigas hotel,15,14
"Hindi na itutuloy ng Senado ang pag-imbestiga sa pagpaslang sa brodkaster na si Percival ‘Percy Lapid’ Mabasa, gayundin sa mga anomalya sa loob ng New Bilibid Prison (NBP) ayon kay Senador Ronald ‘Bato’ dela Rosa.",7,6
"Bumbero rumaket na tulak, bistado sa P23M shabu",7,6
Mga environmentalist ikinagalak pag-apruba ni PBBM sa clean and green mining,12,11
PCSO tutukuran problema sa malnutrisyon ng mga batang Pinoy,9,8
"PNP binalaan mga scammer, bilang na maliligayang araw",7,6
Mga cong na patok performance tinukoy sa survey ng RPMD,12,11
Mga Fil-Am rumampa sa protesta vs hate crime,4,3
Operasyon ng immigration vs mga dayuhan scam ‘yan- BI chief,7,6
"Kung meron man na dapat maunang bumaba sa puwesto, ito ay walang iba kundi ang nagbitiw na si Philippine National Police (PNP) chief General Rodolfo Azurin Jr. dahil sa palpak na pamumuno.",13,12
Tiyak na mapapasana-all ka sa mamshie na ito na nag-viral dahil sa bigating regalo ng kanyang mister para sa Mother’s day.,15,14
"Naghain ng panukala sina Speaker Ferdinand Martin Romualdez, Tingog party-list Representatives Yedda Marie Romualdez, at Jude Acidre para sa pagtatayo ng Special Agricultural Growth Zones (SAGZ) sa bansa.",6,5
"Patay ang isang lalaki matapos itong magsaksak sa sarili habang kritikal naman ang kanyang live-in partner na nauna niyang saksakin sa gitna ng kanilang away sa Calamba City, Laguna nitong Lunes.",7,6
Isang technical working group (TWG) ang binuo ng House Committee on Information and Communications Technology upang plantsahin ang mga panukala kaugnay ng pagpapabilis ng internet service sa bansa.,2,1
"Isang Pilipino ang namamatay kada araw dahil sa rabies noong 2022, batay sa datos ng Department of Health.",9,8
"Humingi ng paumanhin ang SMC Infrastructure sa lahat ng motoristang na aapektuhan ng matinding trapik sa ilang bahagi ng South Luzon Expressway (SLEX) Skyway, NAIAx at STAR Tollway, kahapon.",10,9
"Kagawad itinumba sa harap ng pamilya, 3 suspek nagpakilalang mga pulis",7,6
Hinatulan na ng Sandiganbayan ang dating Quezon City councilor na si Roderick Paulate dahil sa kasong may kaugnayan sa pag-hire ng mga ghost employee noong 2010.,5,4
Mahigit P1.4 bilyon na ang natanggap na notice of cash allotment ng Department of Agriculture mula sa Department of Budget and Management (DBM) mula September 30.,2,1
"4 puganteng dayuhan timbog sa droga, kidnapping, pangingikil",7,6
"Safe ang GCash funds mo, ‘wag maniwala sa fake news",7,6
Gobernador de-susi trabaho dahil sa erpat,13,12
Duda si House Committee on Transportation chairperson at Antipolo City Rep. Romeo Acop kung matatapos sa itinakdangoras ang Metro Manila Subway project.,6,5
"Iniutos kahapon ni Philippine National Police (PNP) chief Gen. Benjamin Acorda Jr., sa lahat ng police unit na lalo pang paigtingin ang operasyon laban sa 48 private armed group (PAG) at mga loose firearms sa bansa bilang bahagi ng ilalatag na seguridad sa idaraos na Barangay at Sangguniang Kabataan Elections (BSKE) sa Oktubre 30.",8,7
"Santo Papa naghigpit, ‘freebies’ ng mga cardinal tinanggal",15,14
"Mga silid aklatan itayo, pangontra disinformation – Atayde",6,5
Apat katao ang dinampot sa magkakahiwalay na operasyon dahil sa iligal na bentahan ng hayop.,7,6
Kinumpirma kahapon ng Communist Party of the Philippines-News People’s Army (CPP-NPA) ang pagkamatay ng mag-asawang terorista na sina Benito at Wilma Tiamzon at walo pa nilang kasamahan matapos silang madakip ng mga tauhan ng Armed Forces of the Philippines (AFP) sa lalawigan ng Samar noong Agosto ng nakaraang taon.,7,6
Nagbabala ang World Health Organization (WHO) sa Russia na itigil ang pagbomba sa mga ospital sa Ukraine dahil paglabag ito sa international humanitarian law.,8,7
2 paghahatian ang P5.9M Lotto 6/42 jackpot,15,14
Binurong mga balikbayan box idedeliber bago mag-Pasko,10,9
Iniutos ni Pangulong Ferdinand ‘Bongbong’ Marcos Jr. na kailangang ilarga agad ang preemptive evacuation kapag may parating na bagyo upang hindi na maabutan ng peligro at hindi mabiktima ng kalamidad.,9,8
"Niyanig ng magnitude 4.6 na lindol ang Tinaga Island, Camarines Norte noong Martes ng gabi, ayon sa ulat ng Philippine Institute of Volcanology and Seismology (PHIVOLCS).",9,8
"Inindiyan sa birthday, lover nagbigti",15,14
"Inihahanda na ng administrasyong Marcos ang panibagong bugso ng cash aid sa ilalim ng Targeted Cash Transfer (TCT) program upang mabawasan ang pasanin ng mga Pinoy sa mataas na presyo ng bilihin, ayon kay Finance Secretary Benjamin Diokno",10,9
Limang milyong piso kada araw ang nawawalang kita ng mga mangingisda dahil sa epekto ng oil spill mula sa lumubog na barko sa Oriental Mindoro.,10,9
"Barko nagliyab sa Basilan, higit 30 natsugi",9,8
Total lunar eclipse masasaksihan sa Nov 8,15,14
Napundi na si Pangulong Ferdinand “Bongbong” Marcos Jr. sa mga patayan na may kaugnayan sa politika kaya binigyan ng ultimatum ang Philippine National Police (PNP) pati na ang Armed Forces of the Philippines (AFP).,13,12
DA kinalampag sa importasyon ng sibuyas,2,1
"2 Utol ni Leyte mayor inambus, 1 tigok",7,6
Pinuri ni Speaker Ferdinand Martin Romualdez ang kanyang mga kapwa kongresista sa “very good” rating na nakuha ng Kamara de Representantes sa survey ng Social Weather Stations (SWS).,13,12
Lola tigok sa tuklaw ng cobra,9,8
"Mistulang palos na nakatakas ang isang barangay tserman habang arestado naman ang asawa nito matapos salakayin ng mga awtoridad ang bahay ng mga ito at makumpiskahan ng hinihinalang shabu at mga pampasabog sa Pikit, Cotobato.",7,6
Nagbigay ng reaksyon si Senadora Cynthia Villar sa viral video niya kung saan na-huli cam ang panggagalaiti niya sa isang guwardiya sa Las Piñas.,13,12
"Tiklo ang isang magkapatid kasama ang kasabwat ng mga ito makaraan nilang tangayin ang nakaparadang motorsiklo sa Mendez, Cavite nitong Huwebes.",7,6
Nasabat ng mga ahente ng Bureau of Customs (BOC) ang nasa P16.5 milyong halaga ng cocaine matapos itong madiskubre sa loob ng bagahe ng isang dayuhan mula sa El Salvador sa Ninoy Aquino International Airport (NAIA) Terminal 3 noong Lunes.,7,6
Passenger terminal ng Port of Calapan pangmalakasan na,2,1
Naharang ng mga tauhan ng Bureau of Immigration (BI) ang apat pang biktima ng human trafficking  na nagtangkang pumuslit patungong Singapore.,7,6
Bundok ng Susong Dalaga magdamag nagliyab,9,8
Dating aide ni Enrile binutasan inamag na pork barrel case,7,6
Rep Co: LGU pakyawin ani ng mga farmer,6,5
DBM binida baryang wage hike! Kahit 3-in-1 coffee ‘di pasok sa budget,1,0
Isiniwalat ni Justice Secretary Jesus Crispin Remulla nitong Lunes na isa si Negros Oriental Rep. Arnolfo “Arnie” Teves Jr. sa ikinokonsiderang mastermind sa pamamaslang kay Governor Roel Degamo noong Marso 4.,7,6
"Kalahating populasyon sa mundo, nadale ng mouth disease",9,8
"Hindi masyadong natalakay nina Pangulong Ferdinand Marcos Jr. ang mga regional issues tulad ng usapin sa West Philippine Sea nang magkaharap sila ni Chinese President Xi Jinping sa bilateral meeting sa Bangkok, Thailand.",14,13
Nagsalita na si Executive Secretary Lucas Bersamin kaugnay sa hindi mamatay-matay na isyu ng umano’y pagbibitiw nito sa puwesto na kumalat sa social media nitong weekend.,13,12
Abot-abot ang pasasalamat sa Diyos ng isang driver na nakaligtas matapos itong holdapin ng kanyang pasahero at ikandado  ng minamaneho nitong taxi sa Valenzuela City noong Martes.,7,6
Elon Musk papasukin internet service sa ‘Pinas,2,1
"ISASALANG ng apat na National Sports Association ang pinakamahuhusay na mixed martial artists sa pangunguna nina Team Lakay fighters Jeremy “Juggernaut” Pacatiw at Danny “King” Kingad, gayundin si 2019 Manila Games Combat Sambo champion Mark “Mugen” Striegl para sa sport event na Kon Bokator sa darating na 32nd SEA Games sa Mayo 5-17 sa Phnom Penh, Cambodia.",15,14
Personal na nagpaabot ng pagbati si Pangulong Ferdinand Marcos Jr. sa ika-76 kaarawan ni da¬ting pangulong Gloria Macapagal Arroyo.,15,14
"Sa press briefing sa Malacanang, pinangalanan ni Abalos ang mga ito na sina Baguio City Mayor Benjamin Magalong, Philippine National Police (PNP) Chief Gen. Rodolfo Azurin Jr., dating Defense Secretary Gilbert Teodoro Jr., Office of the Presidential Adviser on Military Affairs Undersecretary Retired Maj. Gen. Isagani Nerez, at isang pribadong indibidwal na tumangging mapangalanan.",13,12
Cong sa mga depositor: Isnaberong bangko layasan!,13,12
Banking system tagilid sa Maharlika Fund,1,0
9 pamilya na biktima ng Turkey quake balik ‘Pinas,10,9
Ipinatigil muna ng Department of Migrant Workers (DMW) ang pagpapadala ng mga first time overseas Filipino worker (OFW) partikular ang gustong magtrabaho bilang domestic helper sa Kuwait.,10,9
"Simula Miyerkoles, Pebrero 1, puwede nang isakay ng mga pasahero ang alaga nilang maliliit na hayop tulad ng pusa o aso pero mahigpit na ipagbabawal pa rin ang mga sawa, iguana, bayawak at maging buhay na manok.",10,9
"Bangkay tinadtad ng bala, bumulaga sa kalsada",7,6
"Inaasahang luluwag na ang mga kulungan sa bansa matapos mapalaya ang 130,138 na Persons Deprived of Liberty (PDL) mula sa iba’t ibang piitan sa bansa.",10,9
Kinuwestiyon ng negosyanteng si Enrique Razon ang umano’y agenda ni dating Philippine National Oil Company (PNOC) President Eduardo Mañalac sa pagkontra nito sa naging desisyon ni Pangulong Ferdinand “Bongbong” Marcos Jr. na palawigin ang Malampaya Service Contract No. 38 ng 15 pang taon.,13,12
Sumakabilang-buhay nitong Sabado nang gabi ang business tycoon na si Roberto Ongpin sa edad na 86.,15,14
Estudyante ni-rape ni sir,7,6
Usap-usapan ngayon sa social media ang isang baby na na isinilang na may tila ‘shell’ sa kanyang likod.,15,14
Divorce bill tinulak ng 7 senador,6,5
"Bumaba ng 14.42% ang mga krimen sa bansa mula Disyembre 1 hanggang 20 kumpara sa parehong panahon noong 2021, ayon sa datos ng Philippine National Police-Directorate for Investigation and Detective Management (DIDM).",7,6
Walang masamang tinapay kay Pangulong Ferdinand “Bongbong” Marcos Jr. pagdating sa mga protekto ng dating administrasyon.,13,12
"Bantag, Zulueta arestuhin",7,6
PH tutulungan mga nilindol sa Syria,14,13
Inaresto ng pulisya ang isang 41-anyos na fire volunteer matapos makuhanan ng milyong halaga ng shabu sa isang drug sting sa Parañaque City nitong Sabado ng madaling araw.,7,6
Pinoy tinanghal na excellent presentator sa Singapore,15,14
"Niyanig ng magnitude 4.8 na lindol ang Odiongan, Romblon kahapon ng umaga.",9,8
P180M shabu buking sa inabandonang sasakyan,7,6
Engineer na miyembro ng LGBTQIA+ tinodas sa motel,7,6
Ibinunyag ni Senadora Risa Hontiveros ang diumano’y “government-sponsored” sugar smugg­ling kung saan tatlong importer ang pinaboran para umangkat ng tone-toneladang asukal.,13,12
Isa pang senador ang nagtulak na ibalik ang parusang kamatayan para sa mga taong sangkot sa pagbebenta ng ilegal na droga sa bansa.,6,5
"Patay ang isang apat na taong-gulang na batang lalaki matapos itong iwan na mag-isa at makulong sa nasusunog nilang bahay sa Makati City,kahapon ng umaga.",9,8
Tatlong babae ang bumulagta habang kritikal ang asawa ng isa sa mga ito matapos silang pagbabarilin ng naburyong na Filipino-Chinese sa  Caloocan City nitong Miyerkoles.,7,6
Malaysian PM bibisita sa ‘Pinas,14,13
Marino nahulihan ng shabu sa barko,7,6
Robin bistado porno sa cellphone,15,14
Pinakamataas mula 2009! Presyo ng pagkain sumirit pa,1,0
“Dodoblehin pa natin ang pagtrabaho sa pamamagitan ng paggawa ng mga batas na makakabuti sa pamumuhay ng bawat Pilipino lalo na ang mga mahihirap”.,6,5
"Kinumpirma ng Maritime Industry Authority (Marina) na walang permit para maglayag ang MT Princess Express, ang oil tanker na lumubog sa Oriental Mindoro at nagdulot ng malawakang oil spill sa lugar at mga karatig lalawigan.",7,6
"Itinanghal ang Mactan-Cebu International Airport bilang ‘Best Airport in Asia 2022’ sa nagdaang Routes’ Awards 2023 na idinaos sa Chiang Mai, Thailand.",15,14
Mga kaskaserong driver bibigatan parusa,7,6
Hindi ganap ang kagalakan ni Pa¬ngulong Ferdinand Marcos Jr. sa pag-lago ng ekonomiya ng bansa nitong 2022 dahil sa patuloy pa ring nararanasang inflation sa bansa.,1,0
MMDA umayuda sa Misamis,2,1
"Kalaboso ang isang 20-anyos na Grade 11 matapos itong makum­piskahan ng higit P130,000 halaga ng hinihinalang shabu sa kinasang buy-bust operation sa footbridge sa Valenzuela City noong Huwebes.",7,6
