text,code_frames,label
"Speaker Martin Romualdez of Leyte on Wednesday justified the ongoing  deliberations on measures seeking to amend the 1987 Constitution, saying the proposed amendments aim to attract foreign financing for job generation, among others.",6,5
"Marcoses' bid to retake surrendered, forfeited assets denied by Sandiganbayan",5,4
Brian Yamsuan takes oath as Bicol Saro party-list rep,13,12
"DOH, OSG should’ve been on COVID-19 vax negotiating team —Tolentino",2,1
"Political scientist Aries Arugay tackles PH foreign policy, Ukraine-Russia conflict",6,5
"Stricter regulation of alcohol sale, task force sought to address teen pregnancies",6,5
DFA urged to broker security accords with other countries amid China aggression,14,13
"Senator Ronald “Bato” Dela Rosa on Saturday urged suspended Negros Oriental Representative Arnolfo “Arnie” Teves Jr. to give his testimony to any Philippine embassy or consulate in connection with the Senate’s investigation into the killing of Negros Oriental Governor Roel Degamo.   On April 17, the Senate public order and dangerous  barred Teves from attending the probe into Degamo’s death virtually, citing a lack of jurisdiction and inter-parliamentary courtesy.",7,6
Transport group PISTON on Monday called on President Ferdinand “Bongbong” Marcos Jr. to suspend the implementation of the guidelines for the Public Utility Vehicle Modernization Program (PUVMP).,12,11
Marcos meets with US Defense chief Austin,14,13
Marcos OKs creation of Water Resource Management Office,2,1
The Supreme Court said Wednesday it has issued a writ of kalikasan against several government agencies and organizations to stop the release of genetically modified rice and eggplant products.,5,4
AFP ready to defend PH with ‘full force’ in next 3-5 years with US help —envoy,8,7
"Police chief in BARMM arrested for syndicated estafa, relieved from post",7,6
"NTC orders regional offices to aid NDRRMC, LGUs during Holy Week",2,1
"A total of 43,776 outbound passengers and 33,302 inbound passengers, or a total of 77,078 passengers, were monitored in all ports of the country from morning to noon on Good Friday, the Philippine Coast Guard (PCG) said.",10,9
Remains of Filipino quake victim back home from Turkey,15,14
BI offloaded over 6k passengers from January-February 2023,10,9
"DOH launches children vaccination drive vs. measles, rubella, polio",9,8
Senator Robin Padilla on Friday released a draft copy of the Senate Committee on Constitutional Amendments and Revision of Codes' report on the measure seeking to reform the economic provisions of the 1987 Constitution via constituent assembly (con-ass).,6,5
"Philippines, Japan say use of nuclear weapons ‘unacceptable’",14,13
"Recognizing the suffering of Filipino women during World War II, the government vowed to look into a United Nations (UN) panel report saying the Philippines has failed to meet its obligations to the ""comfort women.""",4,3
Senate Minority Leader Aquilino “Koko” Pimentel III on Friday insisted that someone must be held accountable for the Philippines airspace shutdown last January 1.,13,12
"DOH posts 217 new COVID-19 cases as active infections climb to 9,680",9,8
The Manila International Airport Authority (MIAA) did not monitor passenger congestion at the terminals of the Ninoy Aquino International Airport (NAIA) on Wednesday despite the anticipated exodus of travelers for Holy Week.,9,8
"Governor Manuel Mamba on Tuesday reiterated his stance against establishing a new EDCA site in Cagayan as he expressed fear that the base could  a ""magnet"" for attacks by US adversaries.",13,12
"Over 100,000 PUVs to hold weeklong strike starting March 6",4,3
Poe laments ‘drought of common goals’ amid looming water crisis,2,1
Senators want to see effects of new economic laws before supporting Cha-cha — Villanueva,6,5
"Five of the accused in the death of Adamson University student John Matthew Salilig have filed their petition for bail, the prosecution panel said Wednesday.",7,6
PNP asks for more time to validate alleged data breach — NPC,7,6
The Supreme Court has junked a petition seeking to declare as immediately executory the penalty of perpetual disqualification against former Surigao del Sur Representative Prospero Pichay Jr. as moot and academic.,5,4
"Pink eye, or conjunctivitis, is one of the new symptoms associated with COVID-19, particularly the Omicron subvariant XBB.1.16 or Arcturus.",9,8
The Ateneo de Manila University has approved the implementation of a co-education system granting access to female students in its basic education schools.,4,3
Senator Risa Hontiveros on Thursday  the suspension order issued by the Office of the Ombudsman on government officials allegedly involved in the anomalous procurement of pandemic supplies from Pharmally Pharmaceutical Corp. in 2020 and 2021.,7,6
"The Department of Health (DOH) reported 134 new COVID-19 cases on Friday, bringing the active tally to 9,170.",9,8
"The International Criminal Court (ICC) can find ways to reach witnesses if the Philippine government will not cooperate in the investigation into the Duterte administration's bloody war on drugs, according to ICC assistant to counsel Atty. Maria Kristina Conti.",7,6
"President Ferdinand ""Bongbong"" Marcos Jr. on Monday underscored the need to develop systems that will protect the country from any attacks in the cyberspace.",8,7
"The visit of forensics expert Dr. Morris Tidball-Binz to the Philippines this month will help the government with its investigation into the “wrongful death tragedies” in the Philippines, Justice Secretary Jesus Crispin Remulla said on Sunday.",7,6
"Pregnancy shouldn't be a reason for teenage girls who dropped out of school to not finish their studies because the government is providing ways for them to continue their education, Vice President Sara Duterte said on Wednesday.",10,9
"The country’s COVID-19 positivity rate increased to 14.3% on Friday, according to the independent monitoring group OCTA Research.",9,8
Villanueva claims SOGIE bill being used to legalize same-sex marriage; Hontiveros refutes,6,5
House ethics panel receives Degamo widow’s letter seeking Arnie Teves expulsion,13,12
Raffy Tulfo senses turf war amid alleged human smuggling incidents at NAIA,7,6
Advisory group screened 466 of 955 senior officers’ courtesy resignations so far — PNP,2,1
The Department of Health (DOH) said Monday it will sit with officials from the Department of Budget and Management (DBM) this week to discuss reforms on how to pay the delayed COVID-19 special risk allowance of healthcare workers.,2,1
"EU lawmakers call on Philippines to rejoin ICC, decriminalize libel",7,6
The House of Representatives on Wednesday approved the Magna Carta for Filipino Seafarers on second reading.,6,5
"Several senators, led by Mark Villar, on Monday sat down with economic managers for a briefing on the Maharlika Investment Fund (MIF) bill.",6,5
"MTRCB rejects proposed expansion of mandate to regulate video, online games",6,5
"The Department of Health (DOH) on Wednesday logged 382 new COVID-19 cases, while the number of active cases dropped to 8,252.",9,8
The five-man advisory group on Friday said it  the review on the courtesy resignations of 953 senior police officers of the Philippine National Police (PNP).,2,1
Remulla to attend Senate hearing on Degamo slay,13,12
"The Philippine National Police has pieced together almost the entire story behind the killing of Negros Oriental Gov. Roel Degamo, the PNP spokesperson Police Colonel Jean Fajardo has said.",7,6
"Operations in Philippine airports are going well so far this Holy Week amid the influx of passengers, according to the Bureau of Immigration (BI) on Thursday.",10,9
HIV cases in PH projected to reach 364K in 2030 — DOH exec,9,8
South Korea sends aid for oil spill cleanup,14,13
"Amending the 1987 Constitution is not dependent on the endorsement of the sitting president, Senator Robin Padilla, one of the proponents of Charter change in the Senate, said Wednesday.",5,4
Tolentino on Cha-cha: Let all voices be heard,4,3
The Philippine National Police (PNP) on Sunday said it will place its units on heightened alert status in light of the week-long transport holiday being organized by several transportation groups.,8,7
"The AUKUS security bloc consisting of Australia, the United Kingdom and the United States will support the Philippines and neighboring countries by helping deter threats to a rules-based international order and freedom of navigation in the South China Sea amid escalating tensions in the contested waters, the British ambassador told GMA News Online in an interview last Monday.",14,13
Negros Oriental Rep. Teves will face murder allegations — Topacio,7,6
Hazing complaints filed against 6 linked to Salilig death,7,6
CBCP releases 'litany of gratitude' amid COVID-19 pandemic recovery,3,2
"The Philippines, being the main security ally of the United States in the Indo-Pacific region, must be given preferential treatment on trade and investments.",14,13
The Pagkakaisa ng Samahan ng Tsuper at Operator Nationwide or PISTON said the transport strike will continue on Tuesday.,13,12
"Speaker Martin Romualdez on Wednesday defended the House of Representatives' ""rush"" in approving measures seeking to amend the 1987 Constitution, saying it will benefit the country.",13,12
"Filipino rescuers feed, tend to animals who lost their humans in Turkey quake",3,2
"A total of 31,238 passengers have been monitored so far in all ports in the country on Monday morning, the last day of the long weekend, the Philippine Coast Guard (PCG) said.",10,9
Enrile asked for PDAF release to groups allegedly linked to Napoles —DBM exec,13,12
Senate Deputy Minority Leader Risa Hontiveros on Friday urged Malacañang to condemn in the “strongest terms” the continuing aggression of China in the West Philippine Sea (WPS).,13,12
House pushing for con-con to gain public trust - panel exec,6,5
Group pushes for banning political turncoatism,12,11
"of Labor Day, Vice President Sara Duterte on Monday called on the nation to advocate for a work culture that sees the importance of better wages, workers’ mental health, gender-responsive policies, and career growth opportunities, among others.",11,10
"Indonesia’s top envoy to the Philippines has underscored the need for stronger cooperation with Manila on border security amid the threat of terrorism and other illegal operations, such as smuggling, at the porous sea lane between the two countries.",14,13
Lawyer bares ways for ICC to reach witnesses in Philippine drug war probe,7,6
Bantag asks court to defer issuance of arrest warrant,7,6
"Manila International Airport (MIAAO) Senior Assistant General Manager Bryan Co will take the helm of the agency as officer-in-charge after its chief, Cesar Chiong, was placed under preventive suspension by the Ombudsman.",7,6
"Philippines logs 261 new COVID-19 cases; active tally climbs to 9,231",9,8
"The Supreme Court has upheld the constitutionality of the Tax Reform for Acceleration and Inclusion (TRAIN) Act as it dismissed petitions that questioned how it was passed in Congress and its imposition of ""regressive"" taxes.",5,4
Malacañang on Friday confirmed the resignation of Sugar Regulatory Administration (SRA) chief David Thaddeus Alba.,13,12
VP Duterte urges students to help classmates who can’t read,3,2
"A Senate panel will invite suspended Negros Oriental Representative Arnolfo ""Arnie"" Teves Jr., his brother, former Negros Oriental governor Pryde Henry Teves, and the Commission on Elections (Comelec) to its probe into the assassination of Negros Oriental Governor Roel Degamo, Senator Ronald ""Bato"" dela Rosa said Tuesday.",7,6
CIDG has ‘idea’ of mastermind behind missing sabungeros,7,6
COA: PCMC should collect P147 million from contractors over delayed projects,1,0
Marcos to Filipino-Chinese community: Reaffirm commitment to support Philippine gov’t,13,12
"President Ferdinand ""Bongbong"" Marcos Jr. on Monday highlighted the importance of partnership between the private sector, MSMEs, and local farmers in achieving  agriculture industry.",1,0
US stands with PH vs. Chinese 'intimidation' in South China Sea —US State Dep't official,14,13
"The Department of Health (DOH) on Thursday kicked off a nationwide supplemental immunization campaign to vaccinate children against measles, rubella, and polio.",9,8
Remulla: House reso defending Duterte ‘natural’,13,12
"TOKYO — Amid talks of the Philippines possibly forming a Visiting Forces Agreement (VFA) with Japan just as it has with the United States, President Ferdinand Marcos Jr. said that such a pact—which would allow Japanese troops to conduct military exercises and exchanges with the country’s armed forces—should not provoke tensions with China.",14,13
President Ferdinand “Bongbong” Marcos Jr. on Sunday called on Filipinos to take the celebration of Easter Sunday as a time for renewal and recovery.,3,2
Public urged anew to get COVID-19 jabs as wastage nears 50 million,2,1
Agri-Smuggling Court to be a Tax Appeals Court division –Tolentino,5,4
DOH asks private sector not to procure bivalent COVID-19 jabs yet to avoid wastage,2,1
Villanueva puzzled by Padilla’s disclosure of letters asking Senate leaders tackle Cha-cha issue with House,13,12
"The Department of Health (DOH) on Tuesday recorded 77 new COVID-19 infections, while the active tally dipped to 9,225.",9,8
Three former director-generals of the Philippine Drug Enforcement Agency (PDEA) have refuted the claim that some of their agents were rewarding their informants with 30% of the seized illegal drugs from successful operations.,7,6
Enrile wants ICC arrested 'if they will come here',13,12
TOKYO — Transportation Secretary Jaime Bautista on Friday said the Department of Transportation (DOTr) and Japan International Cooperation Agency (JICA) are in planning to put up more underground railway systems in Metro Manila which would extend all the way to Cavite.,14,13
The Department of Social Welfare and Development on Saturday distributed assistance to families affected by the oil spill from the sunken motor tanker MT Princess Empress in Oriental Mindoro.,10,9
President Ferdinand “Bongbong” Marcos Jr. on Wednesday witnessed  joint littoral live fire exercise of the Philippines and United States armed forces in Zambales as part of their Balikatan Exercise.,14,13
"Arnie Teves' 60-day suspension may still be appealed, but only by other lawmakers —Espares",7,6
Zubiri echoes need for VFA-like deal in meeting with Japanese lawmakers,14,13
ICC prosecutors urge dismissal of Philippine appeal to suspend reopened drug war probe,7,6
The Department of Health (DOH) on Saturday said it was still not keen on  the lifting of the COVID-19 state of public health emergency.,9,8
Senator Francis Tolentino said on Sunday that COVID-19 vaccine wastage in the country could possibly be due to mistakes in the prioritization of COVID-19 vaccine recipients and the distribution of vaccines.,2,1
"The COVID-19 positivity rate in Metro Manila increased beyond 10% on Sunday, data by independent monitoring group OCTA Research showed on Tuesday.",9,8
"Former House Speaker and now Davao del Norte Representative Pantaleon Alvarez on Tuesday called for the decriminalization of marijuana use, saying it is not as  to alcohol or cigarette consumption.",6,5
Marcos highlights importance of Japan aid in Mindanao peace process,14,13
"Villanueva seeks inquiry on MARINA, PCG enforcement of seaworthiness rules",13,12
"Graduates of senior high school program land in jobs with minimum wage, according to a ""24 Oras"" report by Maki Pulido on Friday.",10,9
"Fisherfolk, farmers, rural area residents remain poorest in 2021 –PSA",10,9
The bill limiting the coverage of the three-year fixed term in the Armed Forces of the Philippines (AFP) was sponsored in the Senate plenary on Tuesday.,6,5
"DOLE looking into red-tagging of union members, says official",7,6
"President Ferdinand Marcos Jr. has ordered the formation of a special panel of prosecutors to look into the killings in Negros Oriental, Justice Secretary Jesus Crispin Remulla said Tuesday.",7,6
"As Holy Week nears, the Department of Agriculture-Bureau of Fisheries and Aquatic Resources (DA-BFAR) said the price for fish products is expected to increase as demand goes up.",1,0
"A bettor won the jackpot prize of P55,394,255.40 in the Grand Lotto 6/55 draw held on Saturday, the Philippine Charity Sweepstakes Office (PCSO) said.",15,14
Marcos orders PhilHealth to increase dialysis coverage to 156 sessions,9,8
China to PH: Oppose Taiwan independence if you care for 150k OFWs,14,13
The Supreme Court has affirmed a decision of the Commission on Audit (COA) disallowing the grant of allowances and incentives amounting to P15 million to employees of the Philippine Health Insurance Corporation (PhilHealth).,5,4
ICC prosecutor asks court to reject Philippines’ appeal,5,4
Robin Padilla wants economic provisions in constitution amended via con-ass,13,12
"The suspension of Negros Oriental Representative Arnolfo ""Arnie"" Teves Jr. can no longer be appealed before the House Committee on Ethics, according to the panel's chairman.",5,4
"Galvez says Cagayan, CamSur open to having EDCA sites",8,7
"Satellite images showed the oil spill off Oriental Mindoro moving north and heading for the Verde Island passage, the Philippine Space Agency (PhilSA) said on Tuesday.",15,14
The Commission on Human Rights (CHR) on Wednesday reiterated its call to conduct a thorough investigation into alleged human rights violations related to the war on drugs under the Duterte administration.,7,6
"Marcos declares February 24, 2023 a ‘special non-working day’",13,12
75 PDLs with mild symptoms remain in isolation — BuCor,9,8
Senate panel cites in contempt cop who 'rejected' blotter report of political killing victim in Negros Oriental,7,6
"Ischaemic heart diseases remained to be the number one cause of mortality in the Philippines from January to November 2022, recent data by the Philippine Statistics Authority (PSA) showed.",9,8
Justice Secretary Jesus Crispin Remulla on Tuesday said that Negros Oriental representative Arnolfo “Arnie” Teves Jr. has reached out to him through a text message.,13,12
PH improves to 132nd place in 2023 Press Freedom Index,12,11
"An international body that provides  for oil pollution damage  to settle the claims of oil spill victims in Oriental Mindoro, Justice Undersecretary Raul Vasquez said Tuesday.",7,6
Fishermen struggle as Mindoro oil spill keeps them ashore,10,9
"Senate, House, SC, Cabinet get 'very good' satisfaction rating —SWS",12,11
"The Philippines logged 1,102 new COVID-19 cases from January 30 to February 5, 2023, the latest Department of Health bulletin has indicated.",9,8
"The future of the Philippines will always involve the United States, President Ferdinand ""Bongbong"" Marcos Jr. said Thursday.",14,13
The remains of Overseas Filipino Worker (OFW) Wilma Tezcan arrived at the Ninoy Aquino International Airport from Turkey on Wednesday.,15,14
House okays bill speeding up right-of-way acquisition for gov't projects,6,5
Suspects in Degamo killing attend preliminary investigation at DOJ,7,6
Filipinos urged to join Earth Hour 2023,3,2
Marcos creates Water Resources Management Office under DENR,2,1
The Criminal Investigation and Detection Group (CIDG) on Monday dismissed the possibility that the police escorts of Negros Oriental Governor Roel Degamo were involved in his murder after some of them failed to report for duty on the day of the attack.,7,6
"Pimentel wants EDCA reviewed, bats for more transparent agreement",13,12
PNP reshuffle not connected to review on senior officers’ resignations — Azurin,13,12
"Noted journalist and former dean of the University of the Philippines (UP) College of Mass Communication Luis V. Teodoro has passed away, a colleague said on Tuesday morning.",15,14
"Japan donates gear, equipment to the Philippines for Oriental Mindoro oil spill cleanup",14,13
The state-run Philippine Health Insurance Corporation (PhilHealth) called for additional funding for mental health services for children amid the increase in violent incidents and the emergence of mental health problems among school kids.,9,8
Tulfo airs concern over possible effects of earthquakes on informal settlers,9,8
"President Ferdinand ""Bongbong"" Marcos Jr. underscored Japan's key role when  to infrastructure development in the Philippines as a government railroad project co-financed by the Japan International Cooperation Agency and the Asian Development Bank was signed on Friday.",14,13
The Marcos administration prepared contingencies in case the planned transport strike pushes through next week.,6,5
DOJ: UN expert to arrive in PH to help in probing wrongful death tragedies,7,6
"China says lasers for ‘navigation safety’, denies pointing at PH crew",14,13
"The House of Representatives has unanimously slapped a 60-day suspension on Negros Oriental Representative Arnolfo “Arnie” Teves, Jr. over his continued absence in legislative proceedings amid an expired travel authority.",5,4
"There is no next move for the Philippine government after the International Criminal Court, through its Appeals Chamber, rejected the bid to suspend the investigation into the country's drug war, President Ferdinand ""Bongbong"" Marcos Jr. said Tuesday.",13,12
MARINA issues cease and desist order vs. company of MT Princess Empress,7,6
A household employee of Negros Oriental Representative Arnolfo Teves Jr. on Monday filed  with the Commission on Human Rights (CHR) against the police for the alleged illegal arrest and detention of her and her husband.,7,6
"WASHINGTON—The US is not looking to put up a new Quad in East Asia made up of itself, the Philippines, and a few other countries, a US State Department official has said.",14,13
"Zubiri: RCEP ratification, Maharlika fund discussed during meeting with Marcos",6,5
Labor groups oppose Government Rightsizing Bill anew,12,11
Chinese foreign minister in Manila amid PH-US Balikatan exercises,14,13
Senate reso seeks probe into PDEA’s alleged practice of rewarding assets with confiscated drugs,7,6
"US: New EDCA sites to allow US, PH to respond ‘more seamlessly’ to shared challenges",14,13
BFP: Fewer fires but higher death toll in first quarter of 2023,9,8
Senate bill eyes comprehensive sex education to prevent teenage pregnancy,6,5
BFAR sees no ‘national scale’ fish shortage amid Mindoro oil spill,2,1
NWRB cuts water allocation for irrigation,2,1
VP Sara: Lack of school facilities still basic education’s main problem,2,1
Department of the Interior and Local Government (DILG) Secretary Benhur Abalos on Wednesday ordered mayors to prepare for and mitigate the possible effects of El Niño in their areas.,9,8
Marcos on China’s 'meddling' remark: I think it’s for US,14,13
Senator Grace Poe wants officials from the Manila International Airport Authority (MIAA) and the Bureau of Immigration (BI) to appear in the hearing of the Senate blue  to explain the alleged human smuggling at the Ninoy Aquino International Airport (NAIA).,7,6
"Pamplona Mayor Janice Degamo, widow of slain Negros Oriental Governor Roel Degamo, on Tuesday said their province could have suffered the same fate as Marawi City due to terrorist attacks, considering the amount of explosives found in the property allegedly owned by former Negros Oriental Governor Pryde Henry Teves.",8,7
"President Ferdinand ""Bongbong"" Marcos Jr. urged the Department of Social Welfare and Development (DSWD) to continue calibrating the Pantawid Pamilyang Pilipino Program (4Ps) as well as developing the other government's social protection initiatives.",6,5
Senate President Juan Miguel Zubiri on Thursday said he was informed that his position on Charter change (Cha-cha) is the reason behind rumors of a Senate leadership shake-up.,13,12
Barbers: Informants of successful drug busts being paid with drugs,7,6
The House dangerous drugs panel will probe police assets or informants and Philippine Drug Enforcement (PDEA) agents who allegedly secure portions of confiscated illegal drugs in order to sell  chairperson Surigao del Norte Representative Robert Ace Barbers  said Wednesday.,7,6
"DOH records 128 new COVID-19 cases; active tally drops to 9,520",9,8
DOTr: Driver's license cards available by July ‘the earliest’,2,1
Supreme Court launches new lawyers’ code of conduct,5,4
"Graft raps filed vs. ex-Iloilo mayor Mabilog, councilor over towing services deal",7,6
"Pregnancy among 10 to 14-year-olds still high in 2022 at over 2,000 –POPCOM",9,8
"The Department of Justice (DOJ) said Wednesday that it would file charges against Marvin Miranda, an alleged mastermind in the killing of Negros Oriental Governor Roel Degamo, for nine counts of murder, 13 counts of frustrated murder, and four counts of attempted murder.",7,6
"The Philippine National Police on Saturday announced the creation of a special task force (STF) to pursue the remaining suspects in the killing of Negros Oriental Governor Roel Degamo, saying that the resolution of the case is near.",8,7
"Around 700,000 Filipinos nationwide develop tuberculosis every year, according to the Department of Health (DOH) on Friday.",9,8
"SC approves Code of Professional Responsibility, Accountability",5,4
"A total of 3,992 out of 9,183 examinees passed the 2022 Bar Examinations, the Supreme Court announced on Friday.",15,14
The Commission on Elections (Comelec) has allowed the filing of certificates of candidacy in malls and other big public spaces for field offices that cannot  a huge volume of people.,2,1
"A graduate from Rizal Technological University gained the highest score in the April 2023 Registered Electrical Engineers Licensure Examination while there are two topnotchers for the April 2023 Registered Master Electricians Licensure Examinations., the Professional Regulation Commission (PRC) announced.",15,14
Senators alarmed by Chinese suspects' high-powered weapons,8,7
FFW cites women's role in labor force amid challenges,4,3
Tricycle driver shot to death in Tondo,7,6
The National Disaster Risk Reduction and Management Council (NDRRMC) on Thursday held the Nationwide Simultaneous Earthquake Drill (NSED) for the first quarter.,9,8
Senator Grace Poe has filed a resolution directing the appropriate  to investigate the power situation on Panay Island and provide long-term solutions for power interruptions in the Visayan region.,6,5
A bill mandating the installation of timers in all traffic lights in urban and rural areas  has been filed in the Senate.,6,5
"China is opposed to what it called meddling in the South China Sea to harm its territorial sovereignty and maritime rights, a spokesperson for the Chinese foreign affairs ministry said on Thursday.",14,13
VP Duterte urges end to violence vs. elected officials,7,6
"The prosecution of perpetrators behind the thousands of killings blamed on the war on drugs under the Duterte administration ""will go on forever"" with the current pace of the investigation, a member of the European Parliament  on human rights said on Friday.",7,6
"The Land Transportation Office (LTO) on Tuesday is reviewing its existing policies including those on issuing driver’s licenses to further streamline its systems and processes, LTO chief Assitant Secretary Jay Art Tugade has said.",6,5
No credible threat monitored for Holy Week —PNP,8,7
"Balikatan 2023, the largest ever between Filipino and US troops with over 17,600 participants, will include exercises meant to strengthen the allies' ability to plan and coordinate against a range of scenarios and challenges, the US Embassy in Manila said on Tuesday.",8,7
Solicitor General Menardo Guevarra said that the war on drugs was not a crime against humanity but a legitimate law enforcement operation that targeted the traffic in illegal drugs.,7,6
"Cardinal Advincula to wash feet of individuals from LGBT, labor, indigenous sectors on Maundy Thursday",3,2
"The Department of Health (DOH) registered 781 new COVID-19 cases on Thursday, pushing the active tally to 4,960.",9,8
TUCP welcomes Senate bill increasing minimum wage by P150,6,5
The Bureau of Fisheries and Aquatic Resources (BFAR) on Wednesday said that there will be sufficient fish supply and stable fish prices in the country during the Holy Week amid the increase in demand.,2,1
The Office of Civil Defense (OCD) on Thursday said that so far there is no need to extend the stay of the Philippine rescue team in quake-hit Turkey.,8,7
PNP to heighten alert status due to week-long transport strike,8,7
Reso on Cha-cha via constitutional convention passed in House,6,5
Over 100K outbound passengers at the onset of Holy Week —PCG,10,9
"Philippines logs 133 new COVID-19 cases; active tally climbs to 8,943",9,8
Negros Oriental could’ve been ‘second Marawi’ with IEDs found in Teves compound —Mayor Degamo,8,7
"The number of dengue cases in the first quarter of 2023 rose by 94% over the same period in 2022, data from the Department of Health (DOH) showed.",9,8
Passengers advised to coordinate with airlines ahead of May 17 airspace shutdown,10,9
"Nearly 19% of all the SIM cards across the country have been registered with their respective public  entities (PTEs) as of Sunday, February 12, the Department of Information and Communications Technology (DICT) reported.",6,5
"Hundreds of flights and tens of thousands of passengers are expected to be affected by the scheduled six-hour shutdown of the Philippine airspace on May 17, the Manila International Airport Authority (MIAA) said Wednesday.",10,9
Abalos orders LGUs to prepare for possible El Niño effects,9,8
"The Philippines recorded 184 new COVID-19 cases, while the active tally rose to 9,119, according to the Department of Health (DOH) on Friday.",9,8
"Frasco: Puerto Galera remains unaffected by oil spill, continues to open for tourists worldwide",9,8
"Marcos won’t cooperate with ICC over sovereignty, jurisdictional issues",13,12
A former Bureau of Internal Revenue (BIR) official was arrested for allegedly extorting money  using his knowledge from his previous job.,7,6
"Ninety-three percent of Filipino adults have personally experienced the effects of climate change in the past three years, a Social Weather Stations survey has shown.",12,11
Over 700 additional provincial buses applied for special permit for Holy Week so far —LTFRB,2,1
Philippines to look into UN body's recommendations on 'comfort women',3,2
Two former DA Region 1 execs get jail time over fertilizer scam,7,6
"In a landmark decision, the Supreme Court explained when the crime of rape through penetration is considered consummated.",5,4
VP Sara wants LGBTQ+ relationships protected under law,4,3
"The Philippine Statistics Authority (PSA) on Friday said four out of 10 persons in the country were never married, citing its 2020 Census of Population and Housing (2020 CPH).",12,11
"POLA, Oriental Mindoro — A crab covered in oil creeps across the sand as fishermen wearing white protective suits, rubber gloves, and respirator masks scrape toxic sludge from the rocks along the shore.",9,8
Metro Manila sees shortage of bus drivers,2,1
Senator JV Ejercito on Wednesday proposed for the government to subsidize half of the Philippine Health Insurance Corporation (PhilHealth) premium contributions of the overseas Filipino workers (OFWs) to help with their finances.,6,5
Vice President and Education Secretary Sara Duterte on Monday called on parents and local government units (LGUs) to ensure that 100% of Filipino youth go to school.,10,9
"The Civil Aviation Authority of the Philippines (CAAP) advised affected passengers on Thursday to coordinate with airlines ahead of the May 17 airspace shutdown.   The Philippine airspace will be closed for six hours on May 17 (12 midnight to 6 a.m.) to give way to maintenance activities on the country’s air traffic management system, the Manila International Airport Authority (MIAA) said on Tuesday.   Around 130 flights and 20,000 passengers are expected to be affected by the temporary closure.",10,9
The House of Representatives on Tuesday vowed to pursue more evidence-based legislation after inking a memorandum of agreement (MOA) with Ateneo de Manila University’s Department of Economics and Center for Economic Research and Development.,6,5
