text,code_frames,label
"MANILA, Philippines – The Philippines on Sunday, June 12, celebrates its 124th independence day – a few days before Ferdinand “Bongbong” Marcos Jr, the dictator’s son, ascends to power and the last under outgoing president Rodrigo Duterte.",11,10
Minnesotans' views on boosting gun control run the gamut,12,11
"Speaker Martin Romualdez of Leyte on Wednesday justified the ongoing  deliberations on measures seeking to amend the 1987 Constitution, saying the proposed amendments aim to attract foreign financing for job generation, among others.",6,5
MANILA – The Bureau of Immigration (BI) has alerted its personnel at the airports following several interceptions of Senegalese using fake travel documentation.,7,6
A Hit From the NRA,12,11
 Newsweek magazine,11,10
"Report: U.S. relies heavily on illegal workers; Half on farm, 25% in home, 10% in eateries",2,1
"Guryevskaya recently received her certificate from the program, and promptly got a job as a teacher's assistant at a Brooklyn Montessori school. With a bit more experience, she'll be qualified to open her own day-care center.",10,9
Don't believe the NRA hype,12,11
"WASHINGTON - President Ferdinand “Bongbong” Marcos Jr. responded an outright ""no"" when asked if the United States government requested Filipino soldiers to be deployed to Taiwan once tension escalates.",14,13
"The new fees for both Canadian and Mexican border crossings, to take effect in October, were announced this week by federal officials in Washington.",1,0
PBBM appoints Tan as new SBMA chief; other appointees bared,13,12
The Philippines and China will start discussions on the proposed joint oil and gas exploration in the West Philippine Sea.,14,13
"The Supreme Court has disbarred lawyer Berteni Causing, the spokesperson of the Mabasa family, over a draft  that he posted on Facebook in 2019.",7,6
"Freud once said that occasionally a cigar is merely a cigar. In the movies, at least, a cigarette has never been merely a cigarette, although the meanings and uses of cigarettes have changed over the decades.

Compare two movies 50 years apart. In ""The Maltese Falcon"" in 1941, Humphrey Bogart rolls his own. The tobacco pouch that proclaims his toughness and masculinity dangles from his jacket pocket. In ""Regarding Henry"" in 1991, the wages of chain smoking are having your brains splattered on the floor of a convenience store. Harrison Ford wouldn't have been shot in the head if he hadn't gone out to buy a pack of cigarettes -- almost literally his coffin nails.

The movies, of course, have always played the dual role of reflecting and shaping what society considers proper. With this year's Great American Smokeout scheduled for Nov. 19, many Americans are deciding that it is time to shred that cigarette into the garbage disposal, to rub out the embers in the ashtray, to toss the pack into the trash. On screen, villains still have the habit, but real heroes no longer smoke.

""I would not have any protagonist smoke in a movie unless it was a period film,"" says the producer Daniel Melnick, who was off nicotine for eight years until he bummed a cigarette from a crew member when he was making ""Air America"" in Thailand in 1989. ""Audiences want the ability to idealize themselves in the stars.""",11,10
"MANILA, Philippines – Outgoing solicitor general Jose Calida will be the chairperson of the Commission on Audit (COA) under the  government of president-elect Ferdinand “Bongbong” Marcos Jr.",13,12
"Bucks County District Attorney Alan Rubenstein said the ruling exhausts Chester's state appeals and that he can turn only to the federal courts. In March, the court rejected an appeal from Chester's codefendant, Richard Laird, who was also convicted and sentenced to death.",5,4
"Survivors apply their youthful energy, social media savvy to demand change",12,11
"Chinese Ambassador to the Philippines Huang Xilian said his meeting with Philippine President Ferdinand ""Bongbong"" Marcos Jr. on Tuesday night focused on  and ""managing maritime differences"" between the two countries.",14,13
A Miami-based appeals court has rejected Attorney General Pam Bondi's request that two gay marriage cases be delayed until the U.S. Supreme Court decides the issue nationally.,5,4
" Because of the heightened legal standards involved, investigating law enforcement agencies spend countless hours and risk their lives to develop these cases.",5,4
The Department of Science and Technology (DOST) and Technical Education and Skills Development Authority (TESDA) will offer free online training courses for data analysts amid the increase in demand for such professionals.,2,1
Jury is finally seated in trial for Laci Peterson's murder,5,4
Why Innocent People Confess,4,3
 Christian groups,3,2
DOTr’s Bautista: 3-4 more subways in Metro Manila all the way to Cavite being discussed with Japan,14,13
"''People who never before joined a group like ours are writing and calling in droves because they think their president has sold them out.''
",12,11
"Gov. Pataki and federal immigration officials trumpeted the deportations as the first in a program that will save state taxpayers millions. The deportations, being carried out across the country, will save the U.S. government $ 150,000 and the state $ 1 million, said Doris Meissner, commissioner of the U.S. Immigration and Naturalization Service.",1,0
The NRA's privacy fever dreams,12,11
"California Attorney General Bill Lockyer said it was his duty to defend laws that said the state recognized marriages only of a man and a woman. But whether such laws are constitutional, he said, is becoming ""one of the great legal and civil rights issues of our day"" and ""must be answered by our courts.""",5,4
"Flynt, the iconic publisher of the pornographic magazine Hustler",11,10
"The Palm Beach County School District might create separate policies governing how students prove which school they are allowed to attend -- an easier one for immigrants, a more stringent one for others.",6,5
A Ban Without Bite,6,5
Delays in stenographic notes affect court proceedings; SC vows to resolve thru automation,5,4
"Vicki Schieber began her pitch to the undecided Maryland senator recently as she often does, by sharing the details of her story.",10,9
Arnie Teves given 24 hours to appear before House ethics panel,7,6
African-American leader,4,3
"The case awaiting the justices' action is one that is inevitably cited when legislators say new laws are needed to protect those who say their religious beliefs would be offended by having to ""endorse"" same-sex marriage.
",5,4
"MANILA, Philippines – The Philippines continues to see a decline in the number of children in 2020, a trend seen in recent years, according to the Commission on Population and Development (PopCom) in a statement on Sunday, August 14.",10,9
"MANILA – Police officers discovered 27 kilos of suspected shabu with an estimated street value of PHP183.6 million in an abandoned car in Parañaque City, the Southern Police District (SPD) reported on Thursday.",7,6
‘Kadiwa’ generates over P6.4M in sales during Labor Day celeb – DOLE,1,0
Many Americans view homosexuality as immoral and contrary to God's law.,3,2
"It's tempting to rationalize this discrimination by claiming that the proposed amendment treats men and women the same. Both are denied the opportunity to marry a person of the same sex. But the Supreme Court dismissed the ""equal application"" argument around 40 years ago when it invalidated prohibitions on interracial marriage. Although such prohibitions barred blacks and whites alike from marrying across racial lines, the court said the racial classification itself denied equal protection of the laws.",4,3
"gency falsely cried poverty, says auditor
",1,0
"The immigrants - part of a community of Indonesian Christians, many of whom fled persecution and overstayed tourist visas - packed up and left the church as soon as they heard the news.",3,2
"President Ferdinand ""Bongbong"" Marcos Jr. on Wednesday called on government troops to be catalysts to the surrender and disarmament  rebels.",8,7
Second Gentleman Douglas Emhoff leads US delegation at Marcos’ inauguration,14,13
Protests Go On In Several Cities As Panel Acts,12,11
"PH, US forces hold amphibious raid exercise in Palawan",8,7
"MANILA, Philippines – Some lawyers would debate that when SUV owner Jose Antonio Sanvicente ran over a security guard and drove away, he could have been arrested without a warrant on the principle of hot pursuit – which law enforcement often used if they are eager to apprehend – but in his case, it has been observed that the police took their time with due process.",7,6
Piedmont film series to spotlight diversity within LGBT community,11,10
", it wouldn't dawn on them that somehow their friends' parents would be treated differently,""",4,3
"
John P. Torres, the director of detention and removal operations for Immigration and Customs Enforcement, said his workers were making progress. That effort began in 2003 with a few dozen officers, and with time and resources, he says, it can tackle the backlog.",2,1
"The Philippine Coast Guard (PCG) said it was open to receiving assistance from China in containing and cleaning up the oil spill in Naujan, Oriental Mindoro.",14,13
Conversation Starter,15,14
"For 9; 11 panel, one last focus; The commission, winding up its inquiry, is turning to Congress' actions in the years before the attack.",8,7
Not exactly a man of his word,15,14
"Smokers already are shunned from restaurants, malls and movie theaters. Now the sheriffs in Hillsborough and Pasco counties say they will ban cigarettes and other tobacco products from the mouths and lungs of their forces.",10,9
"Senate President Juan Miguel Zubiri on Wednesday, May 3,  asked the Department of Energy (DOE) and the National Grid Corporation of the Philippines (NGCP) to solve the recurring blackouts in Western Visayas.",6,5
"In 1977, after he pleaded guilty to the initial murder charge, the Court of Appeals ruled that Mr. James had been wrongly sentenced to death in the killing of the correction officer. The court found unconstitutional the portion of the state's capital punishment statute making the death penalty mandatory for those convicted of intentionally killing police or correction officers who were on duty.",5,4
"MANILA – Speaker Ferdinand Martin G. Romualdez on Thursday assured that the House of Representatives  to modernize the Armed Forces of the Philippines (AFP) as he emphasized the crucial role of the AFP to our nation’s sovereignty, security and prosperity. “Our military should be equipped with the latest technological advances and training to respond to the continuing threats that we face,” Romualdez said to high-ranking military officers led by AFP Chief of Staff, Gen. Andres Centino, and lawmakers during the HOR-AFP fellowship series (Visayas leg) held at the Marco Polo Hotel Plaza in Cebu City.",8,7
"Department of the Interior and Local Government (DILG) Secretary Benjamin “Benhur” Abalos Jr. ordered local chief executives (LCE) on Wednesday, May 3, to help mitigate the adverse effects of El Niño in their respective areas.",10,9
"Senator JV Ejercito on Wednesday suggested that  center and a scanning system for Philippine National Police (PNP) checkpoints be set up, saying this could more easily apprehend violators and avoid discrimination against motorcycle riders.",8,7
"DOTr eyes NPO, APO services over driver’s license shortage",2,1
Joma Sison’s last message to his comrades revealed,15,14
Woe at the NRA,12,11
Death penalty is form of barbarism,3,2
"
The House passed the bill in March, but the Senate folded under filibuster pressure in the final hours of the legislative session. The House bill is sponsored by Rep. Lois Frankel, D-West Palm Beach.

Sen. Vince Bruner, R-Fort Walton Beach, who filibustered the Senate the final night of the regular session and succeeded in killing the bill, argued for more time ""to get some accurate information.""",13,12
The legal team of suspended Bureau of Corrections (BuCor) chief Gerald Bantag is now looking at strategies following the filing of two counts of murder filed against him before  the Las Piñas and Muntinlupa regional trial courts.,7,6
"Designers showcase local textiles, fabrics in Senate exhibit",11,10
Jury recommends death penalty for Oakland double murderer,5,4
Stop-smoking ads rely on getting 'real',9,8
Scientists ‘beacons of light’ toward nat'l development - PBBM,13,12
Sniper Sentencings Scheduled for Same Day,8,7
"In 1998, a Dougherty County jury sentenced Gulley to death",5,4
"The newly paved access and farm-to-mill (FMR) roads in the upland town of Moises Padilla, in Himamaylan, Negros Occidental will provide the public with convenient access leading to their destinations, the Department of Public Works and Highways (DPWH) said Thursday, April 20.",2,1
Ore. judge halts gay marriages,5,4
Mention of God Voids a Sentence,3,2
"On Immigration, a Glimpse of the Devilish Details",6,5
Frat members rejected suggestion to bring Salilig to hospital —witness,7,6
"Ziglar was barely a month into the job when the attacks occurred, dramatically shifting his priorities from improving the agency's services for immigrants to implementing ways to better track foreigners and tightening the borders.",8,7
DPWH fast-tracks installation of pumps along estero in Manila,2,1
"The National Capital Region Police Office (NCRPO) clarified on Saturday, April 8, that the three separate robberies that purportedly happened in Metro Manila during Lenten break are fake and misleading.",7,6
"The Gun Report: October 17, 2013
",15,14
"DEPUTIES, PROSECUTORS FACE TRIAL IN WRONGFUL CONVICTION CASE",4,3
 'Their Brutal Mirth',15,14
"House Speaker Martin Romualdez was one step ahead of President Ferdinand ""Bongbong"" Marcos Jr. when  to the latter's suggestion that the deepening of ties between the Philippines and the United States (US) should involve the country's respective legislative branches.",13,12
"ANTIPOLO, Philippines – Thousands of Filipino Catholics attending church on Palm Sunday, April 2, marked the beginning of Holy Week with prayers for the health of Pope Francis as they presented palm fronds to be blessed.",3,2
"Seven locations recorded heat indices under the “danger” classification on Sunday, April 23, said the Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA).",9,8
Cops in key posts first to undergo vetting for drug links,7,6
"Philippines, US reaffirm Mutual Defense Treaty commitment",8,7
"MANILA – President Ferdinand R. Marcos Jr. on Thursday said the new United States-Philippines Bilateral Defense Guidelines, which chart their vision for alliance cooperation across all operational domains, will be responsive to the security challenges faced by both countries.",14,13
"26 Puerto Galera areas positive for oil, grease contaminants –DOH",9,8
The dwindling backlash to gay marriage,12,11
MANILA – The Land Transportation Office (LTO) is set to finalize its  for a standard driving school rate that would be fair and reasonable for both driving schools and student drivers.,6,5
Filipinos to pay higher PhilHealth rate starting June 2022,10,9
"MANILA – The Bureau of Customs (BOC) on Monday reported that a series of inspections of six warehouses in three cities in Metro Manila yielded PHP150 million worth of agricultural products, including frozen meat and fresh fruits.",7,6
House donates P5.4 million aid for Turkey quake victims,14,13
"MANILA, Philippines – A  was filed against Joel Escorial, the suspect behind the killing of broadcaster Percy Lapid, the Philippine National Police’s Southern Police District (SPD) confirmed on Wednesday, October 19.",7,6
"DOH records 208 new COVID-19 cases; active tally climbs to 9,282",9,8
"MANILA – Filipino and American troops participating in this year's ""Salaknib"" exercises are set to join a rocket system live fire exercise at Fort Magsaysay, Nueva Ecija on April 1.",8,7
 she opposed driver's licenses for illegal immigrants.,5,4
DOJ chief meets with visiting EU parliamentarians,14,13
"The tobacco industry has been portraying itself in Washington as under siege and in danger of bankruptcy. The mood at Philip Morris - the first of the major cigarette companies to hold its annual meeting this year - was defiant.

Philip Morris reported 12.6 percent growth in its 1997 net earnings, driven in part by sales of 500 billion cigarettes abroad, a 7.4 percent increase from 1996. Its stock has soared: $100 in stock purchased in 1988 would be worth $558 today.",1,0
"He has published numerous articles on the dangers of smoking, tobacco and cardiology, and he is the author of another book, ""Tobacco, Biology and Politics.",9,8
"""I'm trying to assure human rights for all God's children, particularly those living in this country,",4,3
MANILA – The Department of National Defense (DND) on Wednesday clarified to the Senate Committee on Foreign Relations that the four new Philippines - United States (US) Enhanced Defense Cooperation Agreement (EDCA) sites have yet to be identified and announced.,14,13
"MANILA – Some areas in the country may experience heavy rain showers and strong winds due to Tropical Depression Amang as Tropical Cyclone Wind Signal (TCWS) No. 1 is hoisted in 10 provinces, the weather bureau said Wednesday.",10,9
"Philippines posts 144 new COVID-19 infections; active cases at 9,117",9,8
Increasing Role for Immigration Seen in U.S. Population Growth,11,10
"Voters back Proposition 29 by 53 percent to 42 percent, but that represents a steep drop from a much stronger base of support earlier this year, according to a poll released Wednesday by the Public Policy Institute of California. Only two months earlier, two-thirds of likely voters said they would vote to increase taxes on cigarettes by $1 a pack to support cancer research.",12,11
CORRECT-THINKING CROWD MISSING THE TARGET ON MICHIGAN TRAGEDY,12,11
Philippines becomes global case study of media repression,14,13
"The Department of Transportation is eyeing a full audit of the electrical system at the Terminal 3 of the Ninoy Aquino International Airport (NAIA) following a power outage on Monday morning, May 1, that affected more than 9,000 passengers from around 50 flights.",6,5
 thereby avoiding background checks.,8,7
What you need to know about Marcos’ state visit to China,14,13
labor unions and health insurers,1,0
SC ruling shows when rape is consummated,5,4
"MANILA, Philippines – The Department of Education (DepEd) on Thursday, September 1, said it was planning to hire 10,000 more teachers in 2023.",2,1
"Santa Rosa County in the Florida Panhandle has its own militia. In fact, every able-bodied person is a member. So residents can sleep well. (Unless militia members have to respond to reveille.)",8,7
"Philippines, US to restart joint patrols in South China Sea",14,13
"Long famed for its sunshine and oranges, Florida is gaining a new reputation as a major supplier of a less savory commodity guns found at New York City crime scenes.",11,10
ICC chamber orders collection of victims' views in Philippines appeal,7,6
Pardon Sought to Heal a Community,10,9
DOF's Diokno: Marcos okay with military pension reform,6,5
FUNERAL FOR HAITIAN IMMIGRANT IS MONDAY,3,2
" background checks for gun purchases at gun shows and online.
",8,7
PROPOSED COUNTY GUN LAW HAS SOME PEOPLE UP IN ARMS,12,11
MANILA – The Bureau of Jail Management and Penology (BJMP) has recorded no incidents in jail facilities nationwide during the observance of the Holy Week.,7,6
Marriage and Immigration,10,9
"PCUP, POPCOM join hands for stronger reproductive health programs",9,8
UP Cebu to temporarily shift to online classes due to Covid-19,9,8
"DOWNTURN HITS HOLDERS OF H-1B VISAS IMMIGRANTS WORRY AS TECH MARKET SAGS THEY WERE HOT COMMODITIES JUST A FEW MONTHS AGO, BUT AFTER LEAVING THEIR COUNTRIES, MANY SKILLED HIGH-TECH WORKERS ARE NOW 'ON THE BENCH,' WAITING FOR JOBS.",1,0
"MANILA, Philippines – Sa mga nagdaang linggo, laman ng balita si Congressman Arnolfo “Arnie” Teves ng ikatlong distrito ng Negros Oriental, sa Central Visayas.",13,12
"Gay marriage on in Nevada, delayed in Idaho
",11,10
Social Security Administration now processing same-sex marriage benefit claims;,1,0
"Moms wrap up anti-gun meeting Gathering an effort to share ideas, grow",12,11
The Philippine National Police (PNP) is now looking into possible violations and lapses in the reported leak of its database.,8,7
Sara Duterte: Reading issues got worse due to COVID-19 school disruption,10,9
"MANILA – The first XBB.1.5 infection detected in the country is a local case, a health official said Tuesday.",9,8
"A 5.3-magnitude earthquake jolted Isabela province on Sunday afternoon, April 23, said the Philippine Institute of Volcanology and Seismology (Phivolcs).",9,8
Composite sketch of Bulacan town police chief's killer out,7,6
"Gay rights organizations argue that civil unions would promote basic equality in the nation's most ethnically diverse state,",4,3
Taking Aim at Handguns,15,14
Why assault weapons available,15,14
"A new study by three college professors, to be published in the Cooley Law Review, reports that since 1970 some 68 inmates in this country have been released from death row because of doubts about their guilt. ""Wrongful convictions occur with alarming frequency,"" the authors contend.",4,3
"MANILA, Philippines – Some areas suspended classes for Monday, April 11, due to Tropical Storm Agaton (Megi).",10,9
" but instead on impermissible prejudice.""",4,3
Senator Sherwin Gatchalian wants to boost foreign tourist arrivals in the country and create more jobs with the establishment of a mechanism for the refund of value-added tax (VAT).,1,0
"Sandiganbayan affirms graft conviction of ex-PNP chief Verzosa, 5 others",7,6
AFP to intensify efforts vs. soldiers used in crimes after Degamo slay,7,6
"The Philippine and United States air forces  have revived the Cope Thunder joint exercise 33 years after it was stopped in 1991, the Pacific Air Forces Public Affairs said.",8,7
Thousand Oaks shooting: Warriors Steve Kerr praises Enough initiative,11,10
"﻿Amid an increase of Covid-19 cases, Senator Christopher “Bong” Go renewed his call for Filipinos not to  and to continue to follow health protocols and, if eligible, to get vaccinated.",9,8
"President Ferdinand Marcos Jr. has ordered the formation of a special panel of prosecutors to look into the killings in Negros Oriental, Justice Secretary Jesus Crispin Remulla said Tuesday.",7,6
"Marcos, Duterte maintain high approval, trust ratings in March 2023 Pulse Asia survey",12,11
The House of Representatives on Tuesday has approved on second reading a bill allowing married women to retain their maiden surname.,6,5
Bans do prompt smokers to quit,6,5
MANILA – A government official has put an international spotlight on the several measures that have been set up by the administration of President Ferdinand R. Marcos Jr. to protect and promote the welfare of women in the Philippines.,4,3
Martial Law survivor Bonifacio Ilagan receives anonymous threats,8,7
"The license plates for motorcycles are expected to run out by June, while those for four-wheeled vehicles by July, the Land Transportation Office (LTO) said on Wednesday.",2,1
Magnitude 4.2 quake jolts Masbate — Phivolcs,15,14
is giving tobacco farmers $3.5 million this year to promote their product overseas,1,0
"On Thursday, the four Democrats in the eight-person group - Representatives Xavier Becerra of California, Luis V. Gutierrez of Illinois, Zoe Lofgren of California and John Yarmuth of Kentucky - briefed Representative Nancy Pelosi of California, the House Democratic leader. The Republicans of the group - Representatives John Carter and Sam Johnson, both of Texas, Mario Diaz-Balart of Florida and Raúl R. Labrador of Idaho - are likely to meet with Speaker John A. Boehner on Friday.",13,12
SC junks graft charges vs Enrile in relation to coco levy fund scam,5,4
"DOH logs 382 new COVID-19 cases; active tally drops to 8,252",9,8
MANILA – Department of Social Welfare and Development (DSWD) Secretary Rex Gatchalian on Wednesday expressed gratitude for the continuous support of the United Nations' World Food Programme (UN-WFP) in capacitating the DSWD to efficiently respond to occurrences of disasters.,14,13
Result of probe on construction of MT Princess Empress may be out this month —MARINA,7,6
"Why, yes, I do have thoughts on gun control",15,14
Using hypnosis to stop smoking has more success among men,10,9
DPWH completes farm-to-market road in South Cotabato,2,1
"""We want to make it clear that we have a history in this county of welcoming children and families who are escapees in an immigrant refugee situation,"" Cortese said on Wednesday. ""We want to uphold that legacy.""",11,10
Shadows of doubt,15,14
Marcos seeks ways to exploit West PH Sea resources without China deal,2,1
GREAT SCOT,15,14
"Gov't to improve power distribution in Negros, Panay",2,1
"MANILA, Philippines – Masks will no longer be required in indoor and outdoor settings in the Philippines.",9,8
Positivity rate in NCR may rise as high as 25%: OCTA,9,8
Two of the jurors chosen were white men,5,4
"Read Jimmy Kimmel's emotional, scathing monologue about gun control after the Vegas massacre;",11,10
Florida requires a background check and waiting period for handgun purchases,8,7
"DOTr: New order to streamline admin, procurement processes",6,5
"No one is boosted higher by tearing someone else down. Our greatest living poet, Maya Angelou, says, ""We are more alike than we are not alike."" Jesus said, ""Love thy neighbor as thyself"" - powerful words of wisdom and advice.  Far more worthy to follow than those of little people who seek to keep us  divided to their advantage.
",3,2
"As DOJ reviews, lawyers call on court: Hold Palparan, Badoy, and SMNI in contempt",7,6
Navy seizes oil tanker carrying P50 million in alleged smuggled fuel,7,6
"The campaign is the group's first public endeavor. According to a survey conducted by the group, Minnesotans underestimate the seriousness of the health threat of secondhand smoke.",9,8
Homeland insecurity,8,7
What President Trump's Sweden moment reveals,14,13
"That is the potent mixture of issues surrounding an obscure $200 million merger that is quietly combusting on Wall Street.
",1,0
" Latino and Asian American advocates for immigration reform, who overwhelmingly supported Obama's reelection bid in 2012, have long pressed the White House to stand firm on that point.",12,11
"""We are very supportive, and have been, of the gay community,"" he said. ""But we cannot exclude people. We cannot do to others what the gay community is accusing others of doing to them, meaning ... they should not foster others being excluded.""",4,3
 A major gun wholesaler that has handled Smith & Wesson products for two decades says it will quit distributing the company's weapons. And many retailers say they'll stop selling Smith & Wesson guns.,1,0
LTO to launch body-worn cameras for enforcers,8,7
his 8-year-old son had been held up at gunpoint by a kid who wanted his jacket. ,9,8
DOTr’s Bautista wants dialogue with transport groups ahead of planned strike,13,12
Cigarette smoking up on college campuses,11,10
"The bill, approved on a vote of 333-87, would further restrict public benefits for illegal immigrants, increase penalties for smugglers and document counterfeiters, and boost border enforcement by adding 5,000 more agents and 14 miles of triple fencing near San Diego.",6,5
equal rights of all.,4,3
