Statement,Link,Date
Pagpapatupad ng price cap sa driving schools tuloy na tuloy na sa April 15 –LTO,https://bandera.inquirer.net/346781/pagpapatupad-ng-price-cap-sa-driving-schools-tuloy-na-tuloy-na-sa-april-15-lto,"April 14, 2023"
"PAGASA: Bagyo naging LPA na, asahan pa rin ang mga ulan sa Luzon",https://bandera.inquirer.net/346736/pagasa-bagyo-naging-lpa-na-asahan-pa-rin-ang-mga-ulan-sa-luzon,"April 14, 2023"
DOTr maghihigpit ng seguridad sa MRT-3 matapos tumalon ang isang pasahero,https://bandera.inquirer.net/346668/dotr-maghihigpit-ng-seguridad-sa-mrt-3-matapos-tumalon-ang-isang-pasahero,"April 13, 2023"
Signal no. 1 nakataas pa rin sa bahagi ng Luzon; classes suspension idineklara sa ilang probinsya,https://bandera.inquirer.net/346628/signal-no-1-nakataas-pa-rin-sa-bahagi-ng-luzon-classes-suspension-idineklara-sa-ilang-probinsya,"April 13, 2023"
TokTok kinilalang 2022 Transport App of the Year sa VP Choice Awards,https://bandera.inquirer.net/346560/toktok-kinilalang-2022-transport-app-of-the-year-sa-vp-choice-awards,"April 12, 2023"
Mas maraming Pinoy ready nang mamasyal ulit ngayong summer –survey,https://bandera.inquirer.net/346334/mas-maraming-pinoy-ready-nang-mamasyal-ulit-ngayong-summer-survey,"April 10, 2023"
"CDC nagbabala sa panibagong ‘Marburg virus’, may outbreak na sa bahagi ng Africa",https://bandera.inquirer.net/346329/cdc-nagbabala-sa-panibagong-marburg-virus-may-outbreak-na-sa-bahagi-ng-africa,"April 10, 2023"
COVID-19 positivity rate sa NCR biglang tumaas ngayong Holy Week –OCTA,https://bandera.inquirer.net/346317/covid-19-positivity-rate-sa-ncr-biglang-tumaas-ngayong-holy-week-octa,"April 10, 2023"
"12 nalunod nitong Holy Week, karamihan patay –police report",https://bandera.inquirer.net/346238/12-nalunod-nitong-holy-week-karamihan-patay-police-report,"April 09, 2023"
Bangkay ng nawawalang Ati chieftain natagpuan sa Boracay,https://bandera.inquirer.net/346235/bangkay-ng-nawawalang-ati-chieftain-natagpuan-sa-boracay,"April 09, 2023"
Manny Villar nangunguna sa ‘Richest Filipinos’ ng Forbes magazine,https://bandera.inquirer.net/346106/manny-villar-nangunguna-sa-richest-filipinos-ng-forbes-magazine,"April 08, 2023"
"PAGASA: LPA asahang papasok sa bansa, pero hindi magdadala ng ulan",https://bandera.inquirer.net/346086/pagasa-lpa-asahang-papasok-sa-bansa-pero-hindi-magdadala-ng-ulan,"April 08, 2023"
Mahigit 64k na mga pasahero dinagsa ang mga pantalan ngayong Biyernes Santo –PCG,https://bandera.inquirer.net/346049/mahigit-64k-na-mga-pasahero-dinagsa-ang-mga-pantalan-ngayong-biyernes-santo-pcg,"April 07, 2023"
"PBBM, First Lady present sa coronation ni King Charles III sa London",https://bandera.inquirer.net/346046/pbbm-first-lady-present-sa-coronation-ni-king-charles-iii-sa-london,"April 07, 2023"
MRT-3 may libreng sakay sa mga beterano sa April 10 to 12,https://bandera.inquirer.net/346028/mrt-3-may-libreng-sakay-sa-mga-beterano-sa-april-10-to-12,"April 07, 2023"
BGC bilang parte ng Taguig City lalong pinagtibay ng Supreme Court,https://bandera.inquirer.net/345961/bgc-bilang-parte-ng-taguig-city-lalong-pinagtibay-ng-supreme-court,"April 06, 2023"
"PAGASA: Asahan ang mainit, maalinsangang panahon ngayong Semana Santa",https://bandera.inquirer.net/345949/pagasa-asahan-ang-mainit-maalinsangang-panahon-ngayong-semana-santa,"April 06, 2023"
"Mag-asawa, 3 anak patay sa sunog, natagpuan ng mga rumespondeng fire marshall na magkakayakap",https://bandera.inquirer.net/345793/mag-asawa-3-anak-patay-sa-sunog-natagpuan-ng-mga-rumespondeng-fire-marshall-na-magkakayakap,"April 05, 2023"
"Tsunami alert itinaas sa Bicol, Samar matapos ang malakas na lindol",https://bandera.inquirer.net/345738/tsunami-alert-itinaas-sa-bicol-samar-matapos-ang-malakas-na-lindol,"April 04, 2023"
"6.6 magnitude na lindol yumanig sa Samar, Bicol",https://bandera.inquirer.net/345734/6-6-magnitude-na-lindol-yumanig-sa-samar-bicol,"April 04, 2023"
Pensyon mula GSIS matatanggap na ngayong Miyerkules,https://bandera.inquirer.net/345731/pensyon-mula-gsis-matatanggap-na-ngayong-miyerkules,"April 04, 2023"
Klase sa Occidental Mindoro #WalangPasok ng 3 araw,https://bandera.inquirer.net/345621/klase-sa-occidental-mindoro-walangpasok-ng-3-araw,"April 03, 2023"
Mensahe ni PBBM ngayong Semana Santa: Maging daan tungo sa pagbabago at tagapaghatid ng katotohanan,https://bandera.inquirer.net/345618/mensahe-ni-pbbm-ngayong-semana-santa-maging-daan-tungo-sa-pagbabago-at-tagapaghatid-ng-katotohanan,"April 03, 2023"
Paalala ng Immigration sa lahat ng biyahero: Ihanda na ang lahat na kailangang dokumento,https://bandera.inquirer.net/345492/paalala-ng-immigration-sa-lahat-ng-biyahero-ihanda-na-ang-lahat-na-kailangang-dokumento,"April 02, 2023"
Pagtaas ng presyo ng mga produktong baboy iniimbestigahan ng gobyerno,https://bandera.inquirer.net/345489/pagtaas-ng-presyo-ng-mga-produktong-baboy-iniimbestigahan-ng-gobyerno,"April 02, 2023"
5 patay sa banggaan ng truck at pampasaherong bus sa Misamis Oriental,https://bandera.inquirer.net/345370/5-patay-sa-banggaan-ng-truck-at-pampasaherong-bus-sa-misamis-oriental,"April 01, 2023"
Ilocos Rep. Sandro Marcos ‘top performer’ representative ng Kamara –survey,https://bandera.inquirer.net/345367/ilocos-rep-sandro-marcos-top-performer-representative-ng-kamara-survey,"April 01, 2023"
"Pope Francis may bininyagan sa ospital kahit nagpapagaling pa, posibleng ma-discharge ngayong April 1",https://bandera.inquirer.net/345319/pope-francis-may-bininyagan-sa-ospital-kahit-nagpapagaling-pa-posibleng-ma-discharge-ngayong-april-1,"April 01, 2023"
MMDA nagbigay ng 30-minute ‘heat stroke break’ sa mga field personnel,https://bandera.inquirer.net/345266/mmda-nagbigay-ng-30-minute-heat-stroke-break-sa-mga-field-personnel,"March 31, 2023"
2 pulis na hinihinalang magkabit arestado sa Bohol,https://bandera.inquirer.net/345251/umanoy-magkabit-na-pulis-arestado-sa-bohol,"March 31, 2023"
"Pope Francis nagkaroon ng respiratory infection, nagpapagaling sa ospital",https://bandera.inquirer.net/345237/pope-francis-nagkaroon-ng-respiratory-infection-nagpapagaling-sa-ospital,"March 31, 2023"
Magsasaka todas matapos saksakin ng mister ng umano’y kabit,https://bandera.inquirer.net/345128/magsasaka-todas-matapos-saksakin-ng-mister-ng-umanoy-kabit,"March 30, 2023"
"Top earners ng House of Franchise, JC franchises pinarangalan sa ‘Gathering of the Stars’",https://bandera.inquirer.net/345124/top-earners-ng-house-of-franchise-jc-franchises-pinarangalan-sa-gathering-of-the-stars,"March 30, 2023"
Maynilad nagbabala ng mas matagal na ‘water interruption’ simula April 1,https://bandera.inquirer.net/345090/maynilad-nagbabala-ng-mas-matagal-na-water-interruption-simula-april-1,"March 30, 2023"
Davao de Oro niyanig ng 4.2 magnitude na lindol,https://bandera.inquirer.net/345082/davao-de-oro-niyanig-ng-4-2-magnitude-na-lindol,"March 30, 2023"
DOH pinag-iingat ang publiko sa matatamis na inumin ngayong mainit na panahon,https://bandera.inquirer.net/345020/doh-pinag-iingat-ang-publiko-sa-matatamis-na-inumin-ngayong-mainit-na-panahon,"March 30, 2023"
81 OFW nakatakdang bitayin sa ibang bansa,https://bandera.inquirer.net/345002/81-ofw-nakatakdang-bitayin-sa-ibang-bansa,"March 29, 2023"
"Masakit, besh. Pero sa New Zealand may kampanya para tulungan ang mga kabataang sawi",https://bandera.inquirer.net/344985/masakit-besh-pero-sa-new-zealand-may-kampanya-para-tulungan-ang-mga-sawi,"March 29, 2023"
Wikang Tagalog ituturo na sa Harvard,https://bandera.inquirer.net/344961/wikang-tagalog-ituturo-na-sa-harvard,"March 29, 2023"
91% ng Pinoy pabor sa opsyonal na pagsusuot ng face mask–SWS,https://bandera.inquirer.net/344956/91-ng-pinoy-pabor-sa-opsyonal-na-pagsusuot-ng-face-mask-sws,"March 29, 2023"
Lalaki sugatan matapos makuryente sa Olongapo City,https://bandera.inquirer.net/344953/lalaki-sugatan-matapos-makuryente-sa-olongapo-city,"March 29, 2023"
Knows n’yo na ba kung paano maiiwasan ang ‘heatstroke’ lalo na ngayong tag-init?,https://bandera.inquirer.net/344752/knows-nyo-na-ba-kung-paano-maiiwasan-ang-heatstroke-lalo-na-ngayong-tag-init,"March 27, 2023"
"‘Exclusive motorcycle lane’ ipinatutupad na ng MMDA sa Commonwealth Ave.,QC",https://bandera.inquirer.net/344708/exclusive-motorcycle-lane-ipinatutupad-na-ng-mmda-sa-commonwealth-ave-qc,"March 27, 2023"
"Hepe ng San Miguel, Bulacan patay sa engkwentro, alok na pabuya umabot na sa P1.2-M",https://bandera.inquirer.net/344705/hepe-ng-san-miguel-bulacan-patay-sa-engkwentro-alok-na-pabuya-umabot-na-sa-p1-2-m,"March 27, 2023"
"Allowance ng mga guro sa darating na barangay, SK elections tataasan – Comelec",https://bandera.inquirer.net/344627/allowance-ng-mga-guro-sa-darating-na-barangay-sk-elections-tataasan-comelec,"March 26, 2023"
"PBBM nakikiisa sa ‘Earth Hour’, apela sa publiko: Let’s switch off to give Mother Nature 60 minutes to breathe",https://bandera.inquirer.net/344398/pbbm-nakikiisa-sa-earth-hour-apela-sa-publiko-lets-switch-off-to-give-mother-nature-60-minutes-to-breathe,"March 25, 2023"
PAGASA may bagong instrumento upang ma-monitor ang dami ng ulan,https://bandera.inquirer.net/344307/pagasa-may-bagong-instrumento-upang-ma-monitor-ang-dami-ng-ulan,"March 24, 2023"
"Dayuhang pasahero sa NAIA nawalan ng P50k, naibalik agad ng airport staff",https://bandera.inquirer.net/344185/dayuhang-pasahero-sa-naia-nawalan-ng-p50k-naibalik-agad-ng-airport-staff,"March 23, 2023"
‘Ramadan’ nag-umpisa na ngayong March 23,https://bandera.inquirer.net/344152/ramadan-nag-umpisa-na-ngayong-march-23,"March 23, 2023"
"Tag-init na panahon nagsimula na, inaasahang tatagal hanggang May –PAGASA",https://bandera.inquirer.net/344149/tag-init-na-panahon-nagsimula-na-inaasahang-tatagal-hanggang-may-pagasa,"March 23, 2023"
"5 lady centenarians tumanggap ng P50k mula sa Albay LGU, may P100k pa sa gobyerno",https://bandera.inquirer.net/343704/5-lady-centenarians-tumanggap-ng-p50k-mula-sa-albay-lgu-may-p100k-pa-sa-gobyerno,"March 20, 2023"
"CAAP nagbabala laban sa scammers: ‘We will never solicit goods, money from any private person or entity’",https://bandera.inquirer.net/343697/caap-nagbabala-laban-sa-scammers-we-will-never-solicit-goods-money-from-any-private-person-or-entity,"March 20, 2023"
DSWD pinalawig ang ‘cash-for-work program’ sa Oriental Mindoro na apektado ng oil spill,https://bandera.inquirer.net/343590/dswd-pinalawig-ang-cash-for-work-program-sa-oriental-mindoro-na-apektado-ng-oil-spill,"March 19, 2023"
NCRPO magpapakalat ng halos 5k na pulis sa Holy Week,https://bandera.inquirer.net/343587/ncrpo-magpapakalat-ng-halos-5k-na-pulis-sa-holy-week,"March 19, 2023"
Bulkang Mayon ibinaba na sa Alert Level 1  –Phivolcs,https://bandera.inquirer.net/343263/bulkang-mayon-ibinaba-na-sa-alert-level-1-phivolcs,"March 17, 2023"
"Long weekend sa unang linggo ng Abril; MRT, LRT walang biyahe sa April 6 to 9",https://bandera.inquirer.net/343219/long-weekend-sa-unang-linggo-ng-abril-mrt-lrt-walang-biyahe-sa-april-6-to-9,"March 16, 2023"
LPA magpapaulan sa VisMin; mainit na panahon paparating na — PAGASA,https://bandera.inquirer.net/342821/lpa-magpapaulan-sa-vismin-mainit-na-panahon-paparating-na-pagasa,"March 13, 2023"
"Estudyante patay, 29 sugatan matapos mahulog sa bangin ang sinasakyang jeep sa Quirino",https://bandera.inquirer.net/342727/estudyante-patay-29-sugatan-matapos-mahulog-sa-bangin-ang-sinasakyang-jeep-sa-quirino,"March 12, 2023"
4 na magkakapatid patay matapos pagsasaksakin ng amain sa Cavite,https://bandera.inquirer.net/342593/4-na-magkakapatid-patay-matapos-pagsasaksakin-ng-amain-sa-cavite,"March 11, 2023"
Meralco posibleng may dagdag-singil sa kuryente ngayong Marso,https://bandera.inquirer.net/342490/meralco-posibleng-may-dagdag-singil-sa-kuryente-ngayong-marso,"March 10, 2023"
"DNA test kinumpirmang kay Abby Choi ang mga natagpuang bungo sa soup pot, legs sa ref; ibang bahagi ng katawan hinahanap pa",https://bandera.inquirer.net/342458/dna-test-kinumpirmang-kay-abby-choi-ang-mga-natagpuang-bungo-sa-soup-pot-legs-sa-ref-ibang-bahagi-ng-katawan-hinahanap-pa,"March 09, 2023"
Public schools sa Metro Manila balik face-to-face classes; wala nang ‘Libreng Sakay’,https://bandera.inquirer.net/342381/public-schools-sa-metro-manila-balik-face-to-face-classes-wala-nang-libreng-sakay,"March 09, 2023"
PAGASA: LPA asahan sa mga susunod na araw; Hanging Amihan nagpapaulan sa bansa,https://bandera.inquirer.net/342376/pagasa-lpa-asahan-sa-mga-susunod-na-araw-hanging-amihan-nagpapaulan-sa-bansa,"March 09, 2023"
"DOH nabahala, residenteng apektado ng oil spill sa Mindoro nagkakasakit na",https://bandera.inquirer.net/342157/doh-nabahala-residenteng-apektado-ng-oil-spill-sa-mindoro-nagkakasakit-na,"March 07, 2023"
‘Number coding’ suspendido ngayong March 6 – MMDA,https://bandera.inquirer.net/341998/number-coding-suspendido-ngayong-march-6-mmda,"March 06, 2023"
"Makati, Manila, Parañaque, Pasay walang tubig hanggang March 7 – Maynilad",https://bandera.inquirer.net/341886/makati-manila-paranaque-pasay-walang-tubig-hanggang-march-7-maynilad,"March 05, 2023"
"Negros Oriental governor patay sa pamamaril, babala ni PBBM sa mga suspek: We will find you!",https://bandera.inquirer.net/341883/negros-oriental-governor-patay-sa-pamamaril-babala-ni-pbbm-sa-mga-suspek-we-will-find-you,"March 05, 2023"
"QC public schools magkakaroon ng ‘asynchronous classes’, ilang private schools balik online class dahil sa transport strike",https://bandera.inquirer.net/341750/qc-public-schools-magkakaroon-ng-asynchronous-classes-ilang-private-schools-balik-online-class-dahil-sa-transport-strike,"March 04, 2023"
LTFRB sa ikakasang transport strike: ‘We are ready…Kayang-kaya namin punan ‘yan’,https://bandera.inquirer.net/341742/ltfrb-sa-ikakasang-transport-strike-we-are-readykayang-kaya-namin-punan-yan,"March 04, 2023"
"Person of interest sa Salilig hazing case, natagpuang patay",https://bandera.inquirer.net/341739/person-of-interest-sa-salilig-hazing-case-natagpuang-patay,"March 04, 2023"
"Oil spill sa Oriental Mindoro patuloy na kumakalat, 24k ektarya ng coral reef ‘nanganganib’",https://bandera.inquirer.net/341687/oil-spill-sa-oriental-mindoro-patuloy-na-kumakalat-24k-ektarya-ng-coral-reef-nanganganib,"March 04, 2023"
Taguig may ‘libreng sakay’ kasabay ng transport strike sa March 6-12,https://bandera.inquirer.net/341657/taguig-may-libreng-sakay-kasabay-ng-transport-strike-sa-march-6-12,"March 03, 2023"
"Isa sa mga suspek sa Salilig hazing case sumuko na, 6 na iba pa sinampahan ng reklamo",https://bandera.inquirer.net/341594/isa-sa-mga-suspek-sa-salilig-hazing-case-sumuko-na-6-na-iba-pa-sinampahan-ng-reklamo,"March 03, 2023"
Tigil-pasada ng mga jeep itutuloy mula March 6 hanggang 12,https://bandera.inquirer.net/341535/tigil-pasada-ng-mga-jeep-itutuloy-mula-march-6-hanggang-12,"March 02, 2023"
"Mag-ama sa Cambodia tinamaan ng ‘bird flu’, batang babae patay – W.H.O",https://bandera.inquirer.net/341209/mag-ama-sa-cambodia-tinamaan-ng-bird-flu-batang-babae-patay-w-h-o,"February 27, 2023"
"QC naglunsad ng ‘online payment’ para sa traffic, ordinance violation",https://bandera.inquirer.net/341200/qc-naglunsad-ng-online-payment-para-sa-traffic-ordinance-violation,"February 27, 2023"
"Retrieval team pabalik na sa base camp, 4 na bangkay narekober sa bumagsak na Cessna plane",https://bandera.inquirer.net/340944/retrieval-team-pabalik-na-sa-base-camp-4-na-bangkay-narekober-sa-bumagsak-na-cessna-plane,"February 26, 2023"
4 arestado matapos mang-rape umano ng 14-year-old na babae,https://bandera.inquirer.net/340744/4-arestado-matapos-mang-rape-umano-ng-14-year-old-na-babae,"February 25, 2023"
"Pangako ng bagong NCRPO Chief: We shall provide an environment that breeds a culture of trust, loyalty and professionalism",https://bandera.inquirer.net/340738/pangako-ng-bagong-ncrpo-chief-we-shall-provide-an-environment-that-breeds-a-culture-of-trust-loyalty-and-professionalism,"February 25, 2023"
"Hong Kong may pa-raffle na 500k plane tickets, libreng vouchers",https://bandera.inquirer.net/340667/hong-kong-may-pa-raffle-na-500k-plane-tickets-libreng-vouchers,"February 24, 2023"
"Ilang lugar sa Visayas, Mindanao positibo sa ‘red tide’ – BFAR",https://bandera.inquirer.net/340662/ilang-lugar-sa-visayas-mindanao-positibo-sa-red-tide-bfar,"February 24, 2023"
"LPA, Hanging Amihan magpapaulan sa Luzon – PAGASA",https://bandera.inquirer.net/340306/lpa-hanging-amihan-magpapaulan-sa-luzon-pagasa,"February 20, 2023"
"Vice Mayor ng Aparri, 5 iba pa patay sa ambush sa Nueva Vizcaya",https://bandera.inquirer.net/340170/vice-mayor-ng-aparri-5-iba-pa-patay-sa-ambush-sa-nueva-vizcaya,"February 19, 2023"
"LPA posibleng maging bagyo, asahan ang mas maulan na panahon – PAGASA",https://bandera.inquirer.net/340125/lpa-posibleng-maging-bagyo-asahan-ang-mas-maulan-na-panahon-pagasa,"February 19, 2023"
Nanuhol yarn: Traffic violation ni Stephen Speaks iimbestigahan ng MMDA,https://bandera.inquirer.net/340112/nanuhol-yarn-traffic-violation-ni-stephen-speaks-iimbestigahan-ng-mmda,"February 19, 2023"
"DOTr nais magtaas ng pasahe sa MRT at LRT, ilang grupo pumapalag: ‘Dapat makiramdam naman ang ahensya…’",https://bandera.inquirer.net/339934/dotr-nais-magtaas-ng-pasahe-sa-mrt-at-lrt-ilang-grupo-pumapalag-dapat-makiramdam-naman-ang-ahensya,"February 18, 2023"
"PAGASA: LPA patuloy na lumalapit sa Mindanao, mababa ang tsansa na maging bagyo",https://bandera.inquirer.net/339897/pagasa-lpa-patuloy-na-lumalapit-sa-mindanao-mababa-ang-tsansa-na-maging-bagyo,"February 18, 2023"
